START STOP SIZE STRAND GENE
104994769 105110979 116210 - ATXN7L4
24386324 24500737 114413 + MPP6
141148862 141259730 110868 + MGAM
5974652 6085482 110830 - PSCD3
20460284 20568487 108203 + ABCB5
97567206 97675031 107825 - BAIAP2L1
44196429 44303486 107057 - NUDCD3
107257946 107364751 106805 - LAMB4
44032136 44138464 106328 - CAMK2B
102409531 102514792 105261 - FLJ36166
35613904 35718155 104251 + SEPT7
73516680 73619673 102993 + GTF2I
50300344 50402960 102616 - DDC
76811485 76914037 102552 + PTPN12
44419410 44521908 102498 + OGDH
147833580 147935849 102269 + CUL1
55312515 55414356 101841 - ECOP
128188898 128289149 100251 - TNPO3
104248587 104348759 100172 + MLL5
97380847 97480252 99405 + LMTK2
140708436 140807393 98957 + AGK
158023164 158121795 98631 - FAM62B
43443990 43542349 98359 - C7orf44
114156159 114253207 97048 + MDFIC
151894526 151990111 95585 + ACTR3B
13708329 13803555 95226 - ETV1
102587127 102680549 93422 - SLC26A5
137848294 137940181 91887 - ATP6V0A4
134699942 134790752 90810 + NUP205
115173976 115264746 90770 - TFEC
158148744 158238353 89609 + WDR60
27553047 27642119 89072 + TAX1BP1
32308415 32397019 88604 + KIAA0241
122347539 122433976 86437 - SLC13A1
79408790 79493376 84586 + GNAI1
39436401 39520955 84554 + RALA
21240928 21324574 83646 + SP4
30097162 30180547 83385 + ZNRF2
76970410 77053656 83246 + RSBN1L
26104754 26187187 82433 + SNX10
5244206 5326623 82417 - FBXL18
122686664 122768589 81925 - IQUB
72299383 72381200 81817 - BAZ1B
103360740 103442414 81674 - ORC5L
7449816 7531478 81662 - RPA3
64782406 64863950 81544 + VKORC1L1
156629186 156709608 80422 + DNAJB6
131790807 131870783 79976 + FLJ40288
20143985 20223659 79674 + ITGB8
107158213 107237755 79542 - LAMB1
86676016 86754402 78386 - ABCB4
148681892 148759466 77574 - ZNF767
147942122 148019062 76940 - EZH2
19953490 20030253 76763 - 7A5
44813091 44889290 76199 + CCM2
15424076 15499534 75458 - MEOX2
124057263 124131201 73938 - POT1
154965049 155037888 72839 + PRR8
93859192 93930129 70937 - SGCE
120021325 120092128 70803 - TSPAN12
65649869 65720596 70727 + RABGEF1
105197642 105268169 70527 + FLJ23834
22756499 22826988 70489 - FAM126A
29732967 29802617 69650 - SCRN1
22918641 22988161 69520 + KLHL7
71794586 71863488 68902 + POM121
137736285 137805151 68866 - SVOPL
55207349 55275644 68295 + LANCL2
80976095 81044103 68008 - HGF
138185522 138251720 66198 - ZC3HAV1
104690911 104756636 65725 - PUS7
157931963 157996965 65002 - NCAPG2
139486737 139551495 64758 - SLC37A3
116597226 116661494 64268 - ASZ1
12402387 12466467 64080 + SCIN
96391670 96455724 64054 + ACN9
36202671 36266638 63967 + ANLN
151091158 151154659 63501 + GALNTL5
129304317 129367544 63227 + KIAA0265
35445511 35507969 62458 - HERPUD2
29841527 29903597 62070 + PLEKHA8
16458998 16519387 60389 + BZW2
101983368 102043622 60254 + MGC35361
2067881 2127340 59459 - SNX8
24511214 24570603 59389 - DFNA5
154173048 154232306 59258 - PAXIP1
629534 687780 58246 + UNC84A
150221473 150279171 57698 + CENTG3
121310137 121367827 57690 - AASS
73655134 73712492 57358 - GTF2IRD2
73953022 74010274 57252 + GTF2IRD2B
106895030 106952201 57171 + SLC26A4
116096513 116153263 56750 + CAPZA2
710780 767508 56728 - CENTA1
130642276 130698623 56347 - PODXL
138275778 138331801 56023 + TTC26
107706021 107760589 54568 - PNPLA8
30865381 30919551 54170 + ADCYAP1R1
30237389 30291505 54116 - NOD1
86619661 86673760 54099 + CROT
19532178 19586256 54078 - MGC42090
128668250 128722188 53938 + FAM40B
4718870 4772085 53215 - MMD2
150601443 150654657 53214 - RHEB
111657176 111710195 53019 + IFRD1
37991172 38043509 52337 + STARD3NL
2371872 2423779 51907 + IQCE
37661438 37713238 51800 + TXNDC3
94759934 94811722 51788 + ASB4
75270306 75321972 51666 - STYXL1
135068763 135119319 50556 - MTPN
32770291 32819782 49491 + FKBP9
102334174 102383454 49280 - NAPE-PLD
142987696 143036820 49124 - KIAA0738
43571511 43620179 48668 + BLVRA
115444531 115492786 48255 + TES
120582857 120630292 47435 - FAM3C
23410270 23457566 47296 + CCDC126
91472933 91520065 47132 - KRIT1
93783834 93830931 47097 + CASD1
134823243 134870188 46945 - SLC13A4
123159279 123205410 46131 + SPAM1
116511232 116557294 46062 - WNT2
16412651 16458638 45987 - ANKMY2
24947555 24993057 45502 - C7orf31
43957109 44002278 45169 - GCK
63570660 63615549 44889 + ZNF588
113108336 113153015 44679 - PPP1R3A
6566979 6611636 44657 + LOC222967
75671518 75716038 44520 + ZP3
129630325 129674805 44480 - TSGA14
75735668 75779956 44288 + DTX2
63424412 63467634 43222 - ZNF680
43395965 43438962 42997 + STK17A
36137078 36180004 42926 - KIAA0895
47799993 47841944 41951 - SUNC1
137218450 137260305 41855 + AKR1D1
5003075 5044905 41830 + WIPI2
106099874 106141543 41669 + PIK3CG
91760990 91802460 41470 - PEX1
55635445 55676451 41006 - FLJ44060
55852953 55893477 40524 - PSPH
72887168 72927681 40513 + ELN
98568160 98608538 40378 + ARPC1A
87110067 87150319 40252 - SLC25A40
106814660 106854874 40214 + BCAP29
139176734 139216705 39971 - PARP12
30407420 30446884 39464 + GARS
89620640 89660025 39385 + GTPBP10
63698955 63737855 38900 + ZNF138
6222000 6260825 38825 - DAGLBETA
72942806 72981505 38699 + LIMK1
99070286 99108824 38538 + CYP3A43
79912607 79950974 38367 + CD36
150373707 150411879 38172 - SMARCD3
65024038 65062034 37996 + RCP9
106999864 107037583 37719 - SLC26A3
101813883 101851111 37228 - RASA4
150476505 150513178 36673 + NUB1
93668523 93705195 36672 + COL1A2
99420188 99456661 36473 + STAG3
155932876 155969294 36418 + RNF32
115758789 115795181 36392 + CAV1
94633925 94670313 36388 - PON3
2492403 2528310 35907 + AMZ1
142530055 142565934 35879 + CLCN1
5786113 5821915 35802 - PMS2
104766482 104802075 35593 + RINT1
55806504 55842080 35576 + GBAS
97490699 97526119 35420 - DKFZP434B0335
5836705 5872017 35312 - EIF2AK1
148282465 148317767 35302 + ZNF398
148396909 148432040 35131 + ZNF783
65830383 65865290 34907 + C7orf42
101871424 101906127 34703 - POLR2J2
105484606 105519308 34702 - PBEF1
110325133 110359411 34278 + LRRN3
25965099 25999147 34048 + NFE2L3
140857321 140891214 33893 - FLJ40852
127544387 127577913 33526 - RBM28
106403410 106436924 33514 + HBP1
73900943 73934288 33345 - WBSCR16
87150194 87183507 33313 + DBF4
129252083 129285165 33082 - ZC3HC1
133788825 133821814 32989 + BPGM
150079696 150112662 32966 - KCNH2
75227957 75260823 32866 + POR
2444843 2477675 32832 + TTYH3
123079173 123111480 32307 + HYAL4
75600767 75632967 32200 - YWHAG
138593519 138625712 32193 - KLRG2
127973386 128005478 32092 + CALU
102147402 102179347 31945 + LRRC17
98890467 98922257 31790 - CYP3A5
99578387 99610103 31716 + PILRB
37733402 37764779 31377 + EPDR1
72452174 72483521 31347 - MLXIPL
129526944 129557964 31020 + CPA4
2216463 2247455 30992 + CHST12
92462550 92493521 30971 - LOC253012
16566590 16597399 30809 + TSPAN13
148330201 148360975 30774 + ZNF282
43688753 43719427 30674 - URG4
101630529 101660847 30318 + PRKRIP1
98947310 98977472 30162 - CYP3A7
94678825 94708946 30121 - PON2
128026049 128056134 30085 + NAG6
30465439 30495136 29697 - CRHR2
151781236 151810898 29662 - XRCC2
150515861 150545388 29527 - WDR86
6187365 6216837 29472 + RAC1
91834856 91864304 29448 - MGC40405
99132687 99161805 29118 - TRIM4
98747254 98776095 28841 + ZKSCAN5
107125561 107154360 28799 + DLD
44325376 44354154 28778 - NPC1L1
128064593 128093276 28683 + FLNC
149585609 149614130 28521 + GIMAP8
23059555 23087968 28413 + GPNMB
55754539 55782642 28103 + ZNF713
133431346 133459058 27712 - SLC35B4
6611811 6639101 27290 - C7orf28B
5711581 5738842 27261 + C7orf28A
64282917 64310147 27230 + ZNF92
98999254 99026459 27205 - CYP3A4
23317642 23344839 27197 - TRA2A
43739286 43766403 27117 + UBE2D4
94571638 94598495 26857 - PON1
32826996 32853758 26762 - NT5C3
99615718 99642373 26655 + PILRA
134373985 134400499 26514 + STRA8
44970638 44997087 26449 + RAMP3
139606043 139632486 26443 - MKRN1
99781532 99807920 26388 + HRBL
134327239 134353526 26287 - HSPC049
12024165 12050123 25958 + TMEM106B
89485650 89511580 25930 + STEAP2
2167741 2193616 25875 + EIF3S9
127710768 127736536 25768 + METTL2B
142122103 142147742 25639 - TRPV5
148137803 148163390 25587 - PDIA4
147725304 147750599 25295 + C7orf33
143490136 143515372 25236 + ARHGEF5
1247242 1272327 25085 - MICALL2
100044837 100069794 24957 - EPHB4
148607533 148632442 24909 - ZNF746
120184767 120209661 24894 + ING3
102309278 102334156 24878 + ARMC10
128422663 128447334 24671 + SMO
111999740 112024397 24657 - TMEM168
47608128 47632658 24530 + FLJ21075
142835381 142859822 24441 + FLJ40722
65285193 65309545 24352 - LOC285908
128378662 128402622 23960 + TSPAN33
129578637 129602523 23886 + CPA5
32681024 32704609 23585 - KBTBD2
86470130 86493682 23552 - C7orf23
150125794 150149323 23529 + NOS3
98088762 98112288 23526 - TMEM130
148237526 148261026 23500 - ZNF425
156241892 156265351 23459 + NOM1
129500674 129523586 22912 + CPA2
73090484 73113389 22905 - RFC2
73033356 73056080 22724 + EIF4H
16672270 16694853 22583 - AGR3
91386116 91408661 22545 - CYP51A1
23493061 23515508 22447 + C7orf46
126604306 126626718 22412 - ZNF800
99257869 99280054 22185 + ZKSCAN1
35044351 35066482 22131 - TBX20
105324904 105347008 22104 - SYPL1
139826136 139848092 21956 + ADCK2
95755588 95777486 21898 - FLJ42280
64869824 64891346 21522 - GUSB
6275509 6296940 21431 - KDELR2
72395336 72416675 21339 - BCL7B
142155039 142176340 21301 - KEL
4858793 4880038 21245 + RBAK
31500086 31521308 21222 + C7orf16
148204227 148225435 21208 - ZNF786
95962730 95983854 21124 - SHFM1
99862690 99883810 21120 - TFR2
5095815 5116931 21116 + SLC29A4
44561769 44582717 20948 + ZMIZ2
26919048 26939879 20831 - HOXA3
102582039 102602606 20567 + PSMC2
72558190 72578613 20423 - STX1A
75663296 75683663 20367 - SRCRB4D
75043492 75063715 20223 - CCL26
129719996 129740080 20084 + MEST
98616979 98637053 20074 + ARPC1B
97126090 97146096 20006 - ASNS
47901594 47921569 19975 + UPP1
73068925 73088808 19883 + LAT2
689431 709312 19881 + C7orf20
98661395 98681070 19675 - PTCD1
141080340 141099967 19627 - CLEC5A
123980066 123999632 19566 - GPR37
150342570 150361965 19395 - ABCF2
142502238 142521621 19383 + CASP2
22994725 23013864 19139 + NUPL2
134871609 134890702 19093 - UNQ1940
75322043 75340579 18536 + MDH2
139560630 139579134 18504 + RAB19B
92373482 92391973 18491 - SAMD9
6403154 6421595 18441 + C7orf26
92404018 92422331 18313 - SAMD9L
98681346 98699645 18299 + CPSF4
98800695 98818725 18030 + ZNF655
127626282 127644257 17975 - IMPDH1
129810742 129828661 17919 - TSGA13
134290078 134307905 17827 + TMEM140
142605042 142622822 17780 - EPHA1
2350755 2368387 17632 - C7orf27
75784395 75801848 17453 + UPK3B
64984963 65002090 17127 + ASL
150163184 150180300 17116 + ABCB8
43857544 43874553 17009 + DBNL
29958656 29975616 16960 + C7orf41
122775033 122791909 16876 - NDUFA5
150194386 150211257 16871 + SLC4A2
133584361 133601143 16782 - AKR1B1
44775500 44791908 16408 - MYO1G
55906166 55922566 16400 + SUMF2
127475281 127491632 16351 + LEP
127949393 127965612 16219 + NYD-SP18
142069628 142085682 16054 + EPHB6
148374421 148390334 15913 + ZNF212
120559371 120575108 15737 + WNT16
100850189 100865833 15644 - MYLC2PL
72171185 72186736 15551 - TRIM50
30776875 30792381 15506 + GHRHR
47777022 47792486 15464 - HUS1
106978536 106993975 15439 + CBLL1
42729700 42745045 15345 - PSMA2
74017096 74032410 15314 - NCF1
99292067 99307312 15245 + ZSCAN21
101667742 101682883 15141 + TMEM142B
102531849 102546957 15108 + PMPCB
87479082 87494044 14962 - SRI
99828661 99843389 14728 + FBXO24
98715165 98729868 14703 + ZNF789
72542548 72557192 14644 + WBSCR22
149458252 149472886 14634 + LRRC61
32907651 32922242 14591 - RP9
5822122 5836706 14584 + JTV1
106798382 106812917 14535 + DUS4L
142085796 142100314 14518 - TRPV6
99549975 99564469 14494 + MGC57359
100095008 100109285 14277 + SLC12A9
44646712 44660949 14237 - H2AFV
41501842 41515946 14104 - INHBA
99814505 99828437 13932 - LRCH4
5405694 5419526 13832 + FSCN1
133669653 133683413 13760 + AKR1B10
98637239 98650943 13704 - PDAP1
30724707 30738371 13664 + AQP1
154300257 154313845 13588 + HTR5A
99306120 99319693 13573 - ZNF3
100117385 100130936 13551 + ARS2
29826123 29839508 13385 - FKBP14
99885378 99898701 13323 - ACTL6B
44013817 44027132 13315 + YKT6
16604675 16617848 13173 - AGR2
94857461 94870454 12993 - PDK4
99708794 99721553 12759 - TSC22D4
55922185 55934836 12651 - PHKG1
97891259 97903831 12572 + NPTX2
6501306 6513785 12479 - ZNF12
89677446 89689917 12471 + CLDN12
154527190 154539592 12402 + INSIG1
55893586 55905891 12305 + CCT6A
1356690 1368988 12298 - MGC9712
99349352 99361630 12278 - TAF6
128171944 128184037 12093 + IRF5
140891359 140903441 12082 + SSBP1
65538094 65549967 11873 + KCTD7
100363886 100375741 11855 + SERPINE1
100442693 100454446 11753 - PLOD3
150310432 150322126 11694 - ASB10
26014563 26026216 11653 + CBX3
44912939 44924557 11618 - TBRG4
91721538 91732800 11262 + GATAD1
93267213 93278341 11128 - BET1
127906292 127917323 11031 + LOC346653
99726200 99737073 10873 + FLJ37538
6391381 6402220 10839 + ZDHHC4
37718782 37729617 10835 - SFRP4
98651262 98661889 10627 + BUD31
1343608 1354151 10543 + MAFK
89428339 89438791 10452 + STEAP1
138167706 138178030 10324 - ZC3HAV1L
23112179 23122420 10241 + C7orf30
43885085 43895322 10237 - POLM
43917199 43927398 10199 + AEBP1
22625493 22635661 10168 - TOMM7
7047128 7057220 10092 + C1GALT1
54384356 54394432 10076 + VSTM2
150564704 150574747 10043 - CRYGN
71874666 71884648 9982 - TRIM74
149926037 149936011 9974 - TMEM176B
139849664 139859628 9964 + NDUFB2
111714996 111724893 9897 + FLJ39575
97555637 97565490 9853 + BRI3
142595196 142605039 9843 + ZYX
129441668 129451448 9780 + C7orf45
100407212 100416992 9780 - FLJ39237
26983450 26993083 9633 - HOXA10
155095033 155104443 9410 - SHH
99401518 99410867 9349 - GAL3ST4
99209002 99218338 9336 - AZGP1
43813728 43822962 9234 + WBSCR19
115733394 115742545 9151 + CAV2
44689133 44698200 9067 - PURB
143321324 143330384 9060 - FLJ43692
99335054 99344078 9024 - MCM7
45725088 45734111 9023 - IGFBP3
72428652 72437623 8971 - TBL2
2055097 2064021 8924 + NUDT1
26004706 26013606 8900 - HNRPA2B1
43927526 43936370 8844 - POLD2
148899099 148907943 8844 - ZNF467
149987239 149996025 8786 + ABP1
44378643 44387377 8734 - DDX56
91802759 91811492 8733 + DKFZP564O0523
117418169 117426827 8658 + LSM8
101690411 101699008 8597 - ALKBH4
74633097 74641641 8544 + DKFZP434A0131
140159145 140167645 8500 - MRPS33
97006025 97014433 8408 + TAC1
142567331 142575729 8398 - KIAA0773
100550083 100558465 8382 - RABL5
55522975 55531203 8228 - FKBP9L
101699109 101707330 8221 + DKFZp434K1815
30309478 30317692 8214 - C7orf24
126827639 126835794 8155 + FSCN3
154748890 154756978 8088 + EN2
98700435 98708459 8024 - ATP5J2
149820441 149828374 7933 + GIMAP2
72693574 72701506 7932 - WBSCR27
2047168 2055074 7906 - FTSJ2
65896839 65904738 7899 - SBDS
91146855 91154667 7812 - MTERF
99411879 99419641 7762 - GPC2
149007704 149015434 7730 + ATP6V0E2
24097048 24104717 7669 + NPY
142346010 142353671 7661 + PIP
99698888 99706545 7657 - LOC402573
129614305 129621899 7594 + CPA1
112314418 112321730 7312 - GPR85
99923616 99930873 7257 - PERQ1
965783 973039 7256 - ZFAND2A
74633345 74640528 7183 + LOC442578
98735505 98742528 7023 - ZNF394
54594149 54601148 6999 - SEC61G
10746054 10753053 6999 - NDUFA4
149760113 149767089 6976 - GIMAP6
899752 906692 6940 + GPR30
100391201 100397991 6790 + AP1S1
24931516 24938195 6679 - CYCS
149702105 149708688 6583 + GIMAP4
100454419 100460904 6485 + ZNHIT1
39379248 39385722 6474 + C7orf36
71863483 71869910 6427 - NSUN5C
150367232 150373553 6321 + CSGlcA-T
149872098 149878384 6286 + GIMAP5
796234 802517 6283 + CYP2W1
50286040 50292257 6217 - FIGNL1
149649592 149655808 6216 + GIMAP7
74684536 74690716 6180 + NSUN5B
99165818 99171894 6076 - GJE1
100109695 100115726 6031 + TRIP6
141405156 141411062 5906 - TRY1
100132268 100138147 5879 - ACHE
99361915 99367777 5862 + MGC40499
44609491 44615343 5852 + PPIA
101707269 101713101 5832 - POLR2J
99844640 99850445 5805 + PCOLCE
98788574 98794367 5793 - C7orf38
100468808 100474551 5743 - CLDN15
156297022 156302701 5679 - HLXB9
142477400 142483039 5639 + GSTK1
99343830 99349453 5623 + AP4M1
72161877 72167474 5597 - NSUN5
42745178 42750691 5513 + MRPL32
100476327 100481801 5474 - FIS1
30564990 30570458 5468 + INMT
99916025 99921442 5417 + GNB2
97258662 97264067 5405 - OCM
107798482 107803848 5366 - THAP5
45701198 45706506 5308 + IGFBP1
100432448 100437737 5289 - MOGAT3
100322220 100327322 5102 + TRIM56
138483329 138488320 4991 + HSPC268
126814633 126819605 4972 - GCC1
107804306 107809245 4939 + DNAJB9
55943476 55948396 4920 - CHCHD2
134307791 134312702 4911 - C7orf49
22540059 22544856 4797 + IL6
72720139 72724868 4729 + WBSCR28
93195749 93200475 4726 + GNG11
77067696 77072398 4702 - TMEM60
20595140 20599745 4605 - SP8
93180470 93185039 4569 + GNGT1
149851345 149855901 4556 + GIMAP1
96294358 96298794 4436 - DLX5
16274347 16278714 4367 - SOSTDC1
149935501 149939856 4355 + TMEM176A
90538433 90542783 4350 + FZD1
93160395 93164716 4321 - TFPI2
99396695 99400953 4258 - C7orf43
4670611 4674866 4255 - PAPOLB
150211355 150215599 4244 - FASTK
99672179 99676391 4212 + BCDIN3
150188546 150192644 4098 - CDK5
25037432 25041345 3913 - NPVF
150183609 150187488 3879 + ACCN3
127261076 127264953 3877 - LRRC4
140565562 140569374 3812 - LOC401410
27055660 27059432 3772 + EVX1
26994368 26998070 3702 - HOXA11
76470142 76473795 3653 - FGL2
12500200 12503799 3599 + ARL4A
141943618 141947210 3592 + PRSS1
141985492 141989078 3586 + PRSS2
32299658 32303217 3559 - LSM5
29376666 29380151 3485 + PRR15
74665887 74669359 3472 - LOC541473
31150319 31153778 3459 - NEUROD6
5340026 5343462 3436 - ACTB
55793819 55797240 3421 + MRPS17
56651025 56654379 3354 - LOC401357
128006497 128009802 3305 - OPN1SW
149473066 149476354 3288 - RARRES2
149505508 149508774 3266 + REPIN1
99331233 99334471 3238 + COPS6
126822467 126825703 3236 + ARF5
27009738 27012936 3198 - HOXA13
26975297 26978389 3092 - HOXA9
142498899 142501977 3078 + TMEM139
44392002 44395067 3065 - TMED4
91742345 91745389 3044 - ERVWE1
128096848 128099853 3005 + ATP6V1F
26905855 26908834 2979 - HOXA1
43679396 43682337 2941 - MRPS24
99963073 99965972 2899 + EPO
149464585 149467456 2871 + C7orf29
99854783 99857649 2866 + MOSPD3
43875566 43878403 2837 - PGAM2
72595077 72597835 2758 - ABHD11
1380212 1382870 2658 - C7orf48
72539898 72542432 2534 - WBSCR18
127689898 127692421 2523 + HIG2
43951704 43954156 2452 - MYL7
105893099 105895542 2443 - FLJ36031
26913213 26915634 2421 - HOXA2
26941249 26943639 2390 - HOXA4
142785726 142788081 2355 + LOC441294
97201062 97203413 2351 - LOC441268
72292759 72295100 2341 + FZD9
26954235 26956527 2292 - HOXA5
26958355 26960608 2253 - HOXA6
99461521 99463762 2241 + PVRIG
26967529 26969536 2007 - HOXA7
18928330 18930265 1935 - TWIST1
75085764 75087684 1920 - CCL24
150215820 150217736 1916 - TMUB1
127231512 127233395 1883 + NAG8
39945582 39947456 1874 - C7orf11
32540981 32542835 1854 + LOC441208
72689843 72691665 1822 + CLDN4
99368970 99370770 1800 + LOC255374
870381 872138 1757 + GPR146
63895739 63897434 1695 - ERV3
75576573 75578263 1690 + HSPB1
88068070 88069682 1612 - MGC26647
121931716 121933159 1443 - RNF133
129874732 129876115 1383 - KLF14
142153439 142154789 1350 + C7orf34
99948419 99949768 1349 + POP7
121935670 121936972 1302 - RNF148
106708456 106709758 1302 + GPR22
52877557 52878826 1269 + DKFZp564N2472
72627978 72629227 1249 - CLDN3
99677562 99678745 1183 - C7orf47
4884972 4886094 1122 + LOC389458
17839637 17840726 1089 - PRPS1L1
141125671 141126673 1002 - TAS2R38
99118335 99119307 972 - OR2AE1
142436008 142436980 972 + TAS2R40
143244323 143245280 957 + OR2A2
142657382 142658339 957 + TAS2R60
100130996 100131953 957 - LOC402682
143094711 143095665 954 + OR2F1
143069973 143070927 954 + OR2F2
140917142 140918093 951 + TAS2R3
141071859 141072804 945 + OR9A4
142266274 142267216 942 + OR6V1
143185142 143186078 936 + OR2A5
143138737 143139673 936 + OR6B1
143452865 143453798 933 + OR2A1
143393436 143394369 933 - OR2A7
143263853 143264786 933 + OR2A14
143229848 143230781 933 + OR2A12
142240123 142241056 933 - OR9A2
37553235 37554153 918 + GPR141
140943345 140944245 900 + TAS2R5
140931472 140932372 900 + TAS2R4
122228763 122229639 876 - TAS2R16
18957644 18958284 640 - FERD3L
97486254 97486842 588 + BHLHB8
