START STOP SIZE STRAND GENE
56159388 56169587 10199 + C20orf85
43478191 43488295 10104 + PIGT
54637764 54647743 9979 + TFAP2C
54367428 54377123 9695 + C20orf108
61659882 61669551 9669 - PRIC285
29492071 29501720 9649 + DEFB123
25543001 25552614 9613 - NANP
29912530 29922140 9610 - DUSP15
29526765 29536368 9603 + REM1
60201647 60211168 9521 + GTPBP5
43895876 43905321 9445 + SNX21
4659928 4669314 9386 - PRNT
2390280 2399499 9219 - SNRPB
60906621 60915796 9175 + OGFR
32755808 32764898 9090 + TP53INP2
32311831 32320809 8978 + ASIP
61630221 61639151 8930 - PTK6
16362 25174 8812 + DEFB125
43154363 43163167 8804 - KCNS1
23293020 23301682 8662 + GZF1
61801252 61809809 8557 - ARFRP1
688724 697131 8407 - C20orf54
34603310 34611640 8330 + MYL9
44070953 44078606 7653 + MMP9
54005902 54013419 7517 - CBLN4
57027703 57035104 7401 + TUBB1
31287462 31294772 7310 + PLUNC
43953612 43960863 7251 + CTSA
29996418 30003544 7126 - PDRG1
29689351 29696461 7110 + COX4I2
57948950 57955954 7004 + C20orf177
23007994 23014977 6983 - CD93
60552198 60559176 6978 - FLJ30313
58326031 58332992 6961 + LOC284757
39422019 39428912 6893 - EMILIN3
43764068 43770870 6802 + WFDC13
34667580 34674372 6792 + C20orf24
43602680 43609442 6762 - SPINLW1
61642606 61649301 6695 - SRMS
33336949 33343639 6690 - FAM83C
60145185 60151869 6684 - PSMA7
25004099 25010767 6668 - VSX1
575269 581890 6621 - SRXN1
2722715 2729282 6567 - CPXM1
4650555 4657105 6550 + PRND
35738725 35745050 6325 + FLJ42133
532636 538910 6274 - TCF15
43425114 43431263 6149 + SYS1
3091272 3097207 5935 - ProSAPiP1
48032933 48038825 5892 + SNAI1
60311421 60317311 5890 + ADRM1
33330138 33336008 5870 - ITGB4BP
35312902 35318706 5804 - GHRH
2587040 2592843 5803 - IDH3B
2581253 2587038 5785 + NOL5A
43171506 43177217 5711 - WFDC5
62075911 62081436 5525 - SAMD10
33223434 33228826 5392 + PROCR
55569542 55574922 5380 + PCK1
2763970 2769332 5362 - FAM113A
43596249 43601548 5299 - WFDC6
60223421 60228707 5286 - HRH3
44746411 44751683 5272 - TP53RK
23368321 23373567 5246 + CSTL1
33667222 33672379 5157 + SPAG4
36786518 36791429 4911 + SLC32A1
23419765 23424655 4890 + CST8
33484562 33489441 4879 - GDF5
3749202 3753954 4752 + C20orf29
29420088 29424825 4737 + DEFB118
254238 258865 4627 + SOX12
61337720 61342299 4579 + BIRC7
43435935 43440371 4436 - C20orf10
60240410 60244750 4340 + FLJ44790
43874661 43879001 4340 + UBE2C
23562293 23566574 4281 - CST3
61841654 61845846 4192 + SLC2A4RG
3587938 3592046 4108 - GFRA4
60898282 60902385 4103 + C20orf20
43885263 43889360 4097 - TNNC2
23279372 23283408 4036 + NXT1
22974270 22978301 4031 - THBD
43943286 43947311 4025 + ZSWIM1
23493368 23497329 3961 - CST9L
3706151 3710061 3910 - C20orf28
1109214 1113117 3903 - C20orf46
54541129 54544981 3852 + C20orf107
23804571 23808380 3809 - CST5
16677002 16680809 3807 + OTOR
61796731 61800477 3746 + TNFRSF6B
57037128 57040817 3689 - ATP5E
61654816 61658477 3661 + C20orf195
57945282 57948747 3465 - PPP1R3D
23531048 23534513 3465 - CST9
23614276 23617662 3386 - CST4
23676190 23679574 3384 - CST1
38747928 38751290 3362 - MAFB
186376 189735 3359 + DEFB32
22509822 22513101 3279 - FOXA2
71251 74392 3141 + DEFB126
43283423 43286513 3090 + SEMG2
21439653 21442664 3011 - NKX2-2
23752403 23755312 2909 - CST2
3712499 3715337 2838 - CENPB
20296764 20299590 2826 + INSM1
226203 228961 2758 + ZCCHC3
43269087 43271822 2735 + SEMG1
43950673 43953308 2635 - NEURL2
155924 158527 2603 + DEFB129
35583020 35585502 2482 + NNAT
61838438 61840900 2462 + LIME1
49008769 49011227 2458 + MOCS3
23379040 23381482 2442 - CST11
18307695 18310125 2430 + MGC44328
43314292 43316620 2328 - SLPI
2974674 2976895 2221 + MRPS26
3011202 3013370 2168 - AVP
2972267 2974391 2124 + GNRH2
62149524 62151423 1899 - SOX18
48240782 48242619 1837 + CEBPB
23913686 23915512 1826 - GGTLA4
54532795 54534605 1810 + C20orf106
61963009 61964785 1776 + C20orf135
43236911 43238598 1687 + PI3
62139936 62141575 1639 + PRR17
86185 87804 1619 + DEFB127
773318 774922 1604 + C20orf55
31713780 31715381 1601 + C20orf144
33750805 33752315 1510 + C20orf52
43691798 43693245 1447 + WFDC10A
60395554 60396970 1416 + RPS21
61622576 61623967 1391 + C20orf149
29895763 29897081 1318 - FKHL18
29456360 29457651 1291 - DEFB121
29656752 29657974 1222 + ID1
22964120 22965287 1167 + SSTR4
43948537 43949645 1108 - C20orf165
54257195 54258278 1083 + MC3R
43185480 43186520 1040 - WFDC12
62207626 62208628 1002 - NPBWR2
62185176 62186156 980 - LOC198437
3000265 3001162 897 + OXT
34004959 34005842 883 - SCAND1
41788214 41789056 842 - FAM112A
2743656 2744475 819 + C20orf141
18742369 18743033 664 + C20orf79
55496853 55497489 636 - HMG1L1
