START STOP SIZE STRAND GENE
97080333 97219124 138791 + KIAA1529
15161560 15297244 135684 - C9orf52
93026766 93162409 135643 + WNK2
113303932 113439571 135639 + RGS3
111882616 112017111 134495 - SUSD1
23681983 23816301 134318 - ELAVL2
110510693 110642833 132140 + MUSK
127106699 127235380 128681 + GARNL3
831689 959088 127399 + DMRT1
33911690 34038947 127257 - UBAP2
98785744 98912613 126869 + COL15A1
137881253 138006413 125160 + EHMT1
109890530 110010475 119945 + AKAP2
99821018 99940885 119867 - TXNDC4
96342913 96461667 118754 - CDC14B
93293727 93407946 114219 + FAM120A
112064495 112175460 110965 - ROD1
131030534 131138644 108110 + NUP214
26946409 27052802 106393 + IFT74
18917892 19023184 105292 - C9orf138
81428152 81533150 104998 - TLE1
36562904 36667678 104774 + MELK
100315271 100419469 104198 + TMEFF1
114243913 114347259 103346 - DFNB31
33807181 33910399 103218 + UBE2R2
125103664 125206843 103179 + GAPVD1
71993846 72096693 102847 + GDA
93418584 93521420 102836 + PHF2
89221705 89324165 102460 - SEMA4D
76455846 76558192 102346 - KIAA0367
120794168 120892108 97940 - C5
114862366 114959993 97627 - TNC
4480439 4577258 96819 + SLC1A1
37641051 37736901 95850 + FRMPD1
124099802 124194271 94469 + NEK6
90643624 90738036 94412 + SYK
6403150 6497051 93901 + UHRF2
70103458 70196886 93428 + SMC5
112221905 112314239 92334 + HSDL2
95717537 95808953 91416 + LOC375748
132168836 132259926 91090 - SETX
137630241 137720673 90432 - PNPLA7
84122645 84212967 90322 - SLC28A3
120930127 121019442 89315 + CEP110
36026915 36114448 87533 + RECK
121541202 121627361 86159 + DAB2IP
69665284 69750701 85417 + C9orf135
109220072 109305289 85217 - PTPN3
83681170 83765896 84726 - KIF27
91872981 91957245 84264 - SPTLC1
97253862 97337958 84096 + TDRD7
136129149 136213076 83927 - BTBD14A
92052179 92135522 83343 - IARS
105399978 105482953 82975 + FCMD
76667736 76750557 82821 - PRUNE2
129895757 129977956 82199 + GPR107
126456351 126538284 81933 + LMX1B
85785614 85866757 81143 + MAK10
69018642 69099672 81030 + TJP2
128394439 128475426 80987 + SPTAN1
82826877 82907597 80720 - RASEF
33280509 33361154 80645 + NFX1
105536379 105616999 80620 + TMEM38B
127454121 127534549 80428 + STXBP1
5347972 5427860 79888 - C9orf46
93872630 93951691 79061 + PTPDC1
83583891 83662211 78320 - GKAP1
97365991 97443085 77094 + TMOD1
14607027 14683469 76442 - ZDHHC21
133558235 133634596 76361 - SARDH
132499229 132575342 76113 - DDX31
132071687 132147773 76086 + NTNG2
19288065 19362856 74791 + DENND4C
34169010 34242520 73510 + UBAP1
85870612 85944056 73444 - GOLPH2
135927372 136000688 73316 - CAMSAP1
35480123 35551889 71766 + RUSC2
108784405 108855319 70914 - CTNNAL1
32445704 32516322 70618 - DDX58
97966032 98034477 68445 - CORO2A
4782936 4851061 68125 + RCL1
96077143 96143989 66846 - HSD17B3
86132203 86198923 66720 - ZCCHC6
108709355 108775951 66596 - IKBKAP
32374649 32440830 66181 + ACO1
121109960 121174674 64714 + GSN
95285954 95350386 64432 - PTCH1
98573856 98638050 64194 - ANKS6
130014410 130078457 64047 + FREQ
127347172 127410909 63737 - FAM129B
99748520 99812176 63656 + STX17
21792634 21855967 63333 + MTAP
69173794 69236922 63128 + C9orf61
96162543 96225492 62949 - SLC35D2
124720182 124782911 62729 - GOLGA1
34448810 34510981 62171 + DNAI1
37791295 37853322 62027 + WDR32
124195298 124257275 61977 - PSMB7
71755976 71817923 61947 + C9orf85
92816336 92878069 61733 + FGD3
34388182 34448568 60386 - C9orf25
5500569 5560398 59829 + PDCD1LG2
128789530 128848928 59398 + NUP188
74933012 74991315 58303 + OSTF1
114177998 114236239 58241 - AKNA
67940489 67998618 58129 - CBWD3
92455020 92512102 57082 - IPPK
111579727 111636778 57051 - C9orf84
129507473 129564503 57030 + PRRX2
98040875 98097470 56595 - TBC1D2
33100641 33157231 56590 - B4GALT1
130349825 130406214 56389 + ASS1
92553199 92606638 53439 - BICD2
132796289 132849574 53285 - TSC1
111366993 111419679 52686 + ZNF483
72745141 72797523 52382 - ALDH1A1
26830683 26882725 52042 - C9orf82
127293570 127345332 51762 + LRSAM1
33514212 33565593 51381 + ANKRD18B
136664733 136716075 51342 - NOTCH1
100143923 100194729 50806 - TEX10
19043141 19092902 49761 - FAM29A
128674776 128723886 49110 - CCBL1
107125098 107174025 48927 + RAD23B
5774571 5823081 48510 - KIAA1815
71706921 71755401 48480 - C9orf77
105342494 105390940 48446 + FSD1L
76303699 76351884 48185 + GCNT1
83504432 83552507 48075 - UBQLN1
12765011 12813058 48047 + C9orf150
15454065 15500982 46917 - PSIP1
129677302 129723661 46359 + USP20
135193115 135238968 45853 + OLFM1
74827426 74872864 45438 - C9orf41
103936161 103981492 45331 + SMC2
98946966 98991862 44896 + TGFBR1
128297985 128342792 44807 + ODF2
45120555 45164128 43573 - ANKRD20A3
113063421 113106325 42904 + SLC31A1
128571619 128613752 42133 - ZER1
95814738 95856400 41662 + C9orf102
98649535 98690929 41394 + GALNT12
89162989 89204108 41119 + SECISBP2
127910032 127951078 41046 + SLC25A25
88379573 88420255 40682 + C9orf121
133429528 133470194 40666 + ADAMTSL2
124990962 125031619 40657 - PPP6C
92337153 92377807 40654 - ECM2
34076385 34116736 40351 - WDR40A
127580151 127620466 40315 - SH2D3C
122001743 122041915 40172 + C9orf18
99668563 99708728 40165 + NR4A3
137056801 137096903 40102 + TRAF2
127656849 127696538 39689 - ENG
696895 736103 39208 + ANKRD15
122695629 122734765 39136 - RC3H2
111473220 111512063 38843 + LOC552891
68879897 68918506 38609 + FXN
128007897 128046216 38319 - CIZ1
34541430 34579722 38292 - CNTFR
97475462 97513466 38004 + NCBP1
128953166 128990777 37611 + PPP2R4
128346524 128384133 37609 + GLE1L
133316673 133354061 37388 + ADAMTS13
96658827 96695944 37117 - ZNF782
38530565 38567204 36639 - FLJ35740
111404807 111441266 36459 - LTB4DH
94444977 94481358 36381 - FBP1
130807454 130843791 36337 - FIBCD1
111738760 111774986 36226 + UGCG
128724000 128759869 35869 + LRRC8A
126929181 126964598 35417 - ANGPTL2
133927516 133962646 35130 - BRD3
128878806 128913904 35098 + FAM73B
5909022 5944096 35074 - KIAA2026
94400559 94435630 35071 - FBP2
97926191 97961035 34844 - TRIM14
35687333 35722128 34795 - TLN1
2794163 2828505 34342 - KIAA0020
114453193 114487518 34325 + C9orf91
110145423 110179643 34220 - TXNDC8
125042610 125075991 33381 + RABEPK
136978210 137011476 33266 + C9orf86
97441923 97475154 33231 - C9orf97
90451667 90484662 32995 - DIRAS2
78141612 78174561 32949 + PSAT1
2611802 2644478 32676 + VLDLR
97825197 97857776 32579 + ANP32B
86071780 86104073 32293 - C9orf153
92687906 92719845 31939 - ZNF484
112528347 112559942 31595 - C9orf80
132280492 132311775 31283 - TTF1
121180906 121212099 31193 - STOM
26894517 26925207 30690 - PLAA
96229790 96260224 30434 - ZNF367
137308678 137339044 30366 + GRIN1
126646914 126677050 30136 + ZBTB43
4701157 4731227 30070 - AK3
70229068 70259127 30059 - KLF9
101375687 101405180 29493 + RNF20
33037168 33066644 29476 - SMU1
32962608 32991626 29018 - APTX
92651447 92680294 28847 + ANKRD19
136050760 136079171 28411 - UBADC1
92139195 92167393 28198 - NOL8
133272837 133300773 27936 + C9orf96
132935666 132963440 27774 + GTF3C5
114744677 114772324 27647 - TNFSF8
37428110 37455396 27286 - ZBTB5
36126741 36153901 27160 + C9orf19
74905669 74932652 26983 - C9orf95
27536543 27563476 26933 - C9orf72
120657887 120684760 26873 - PSMD5
4669668 4696501 26833 + CDC37L1
21957751 21984490 26739 - CDKN2A
131001465 131028093 26628 + C9orf58
92900543 92926969 26426 + SUSD3
97898575 97924912 26337 + NANS
92298045 92324343 26298 - ASPN
124323069 124349253 26184 - NR5A1
122044413 122070538 26125 - LHX6
122212782 122237535 24753 + PTGS1
113157483 113182121 24638 - WDR31
120744225 120768727 24502 - TRAF1
101202623 101226842 24219 - BAAT
137725197 137749224 24027 - WDR85
134030763 134054647 23884 + WDR5
100269196 100293066 23870 + C9orf30
136504741 136528509 23768 + GPSM1
121019968 121043640 23672 - RAB14
133002661 133026115 23454 - RALGDS
122083337 122106644 23307 - RBM18
83825266 83848539 23273 + RMI1
136545865 136569086 23221 - SNAPC4
128475493 128498620 23127 - WDR34
102837217 102860325 23108 + CYLC2
128629164 128652264 23100 + TBC1D13
133531038 133554020 22982 + DBH
111473217 111496182 22965 + bA16L21.2.1
94120594 94143279 22685 + ZNF169
123198002 123220586 22584 + CRB2
97516746 97539194 22448 - XPA
137257215 137279476 22261 + MAN1B1
96597701 96619883 22182 - ZNF510
5153864 5175618 21754 - INSL6
120697484 120719160 21676 - PHF19
123853442 123874996 21554 + LHX2
36180971 36202055 21084 + CLTA
83467519 83488592 21073 + C9orf103
127266214 127287204 20990 + ZNF79
131407865 131428746 20881 + POMT1
128182393 128203055 20662 + SLC27A4
40500695 40521346 20651 - ZNF658
128763240 128783870 20630 + PHYHD1
92225815 92246397 20582 - OGN
128849867 128870133 20266 - SH3GLB2
128097662 128117822 20160 - GOLGA2
94282852 94302750 19898 + HIATL1
32543522 32563182 19660 - NDUFB6
131194677 131214201 19524 + PPAPDC3
128213193 128232566 19373 + URM1
132575281 132594369 19088 + GTF3C4
5880908 5899822 18914 + MLANA
113252575 113271431 18856 + C9orf43
34369016 34387849 18833 - C9orf24
83782782 83801455 18673 - C9orf64
72996334 73014861 18527 + ANXA1
131163019 131181460 18441 - FAM78A
130569534 130587938 18404 + PRDM12
128544355 128562752 18397 + PKN3
113901963 113920269 18306 - AMBP
97746326 97764407 18081 - C9orf156
97768627 97786689 18062 - HEMGN
137425783 137443828 18045 + COBRA1
86109015 86127044 18029 - ISCA1
35819267 35837231 17964 + C9orf127
5440558 5458475 17917 + CD274
37475944 37493693 17749 + POLR1E
33374947 33392517 17570 - AQP7
35782405 35799709 17304 + NPR2
113117527 113134608 17081 + PRPF4
92938054 92955119 17065 + C9orf89
12683448 12700258 16810 + TYRP1
114631165 114647962 16797 - TNFSF15
33254999 33271511 16512 + CHMP5
128262670 128279177 16507 + CEECAM1
6231677 6247982 16305 + IL33
128936628 128952637 16009 - CRAT
35046560 35062564 16004 - VCP
121985893 122001652 15759 - NDUFA8
127557911 127573433 15522 + TTC16
38398990 38414444 15454 - IGFBPL1
113228146 113243124 14978 - ALAD
112883728 112898551 14823 - ZFP37
91250883 91265699 14816 - NFIL3
966963 981732 14769 + DMRT3
129580165 129594898 14733 - PTGES
133257894 133272524 14630 - SURF4
101263213 101277660 14447 - ALDOB
37412706 37426986 14280 + GRHPR
136843432 136857712 14280 - AGPAT2
127727154 127741425 14271 - ST6GALNAC6
34319503 34333696 14193 + NUDT2
96483088 96497154 14066 - C9orf21
124642706 124656719 14013 + OLFML2A
33015208 33029062 13854 + DNAJA1
137345072 137358894 13822 - ANAPC2
88835915 88849478 13563 + EDG3
116529162 116542582 13420 + TRIM32
122759932 122773333 13401 - ZBTB26
128150949 128164251 13302 - TRUB2
112992850 113005958 13108 + SLC31A2
136580952 136594049 13097 + PMPCA
132883651 132896636 12985 + GFI1B
92963334 92976125 12791 - NINJ1
33451351 33463941 12590 - NOL6
110085864 110098333 12469 - TXN
104589523 104601958 12435 + NIPSNAP3A
83812645 83825073 12428 - HNRPK
35726863 35739225 12362 - GBA2
2707525 2719757 12232 + KCNV2
26983587 26995670 12083 - LRRC19
32530542 32542601 12059 - TOPORS
133300741 133312718 11977 - REXO4
101317163 101329030 11867 - C9orf125
112720755 112732600 11845 - TSCOT
19105759 19117573 11814 - ADFP
101240717 101252497 11780 + ZNF189
35094119 35105893 11774 - KIAA1539
128164368 128175905 11537 + COQ4
117546137 117557607 11470 + TLR4
136882866 136894324 11458 + FAM69B
137376019 137387297 11278 + NDOR1
129654775 129665995 11220 - TOR1A
136598907 136610093 11186 - INPP5E
127644728 127655892 11164 + FPGS
132783843 132794972 11129 + C9orf9
86993112 87004195 11083 + FLJ45537
137618513 137629591 11078 - NELF
130598730 130609808 11078 + EXOSC2
137593683 137604694 11011 + NOXA1
133057895 133068855 10960 - GBGT1
127239018 127249715 10697 + SLC2A8
114429579 114440206 10627 + ATP6V1G1
72198927 72209446 10519 - ZFAND5
35808428 35818744 10316 - C9orf128
92256092 92266115 10023 - OMD
132966918 132976801 9883 + CEL
104606005 104615845 9840 + NIPSNAP3B
127782713 127792547 9834 - FAM102A
136833213 136842966 9753 + EGFL7
33245025 33254737 9712 - BAG1
137775942 137785646 9704 + ARRDC1
136534245 136543945 9700 - CARD9
129467988 129477433 9445 + C9orf32
137197752 137207071 9319 + C9orf139
128922959 128932270 9311 + DOLPP1
135597592 135606684 9092 + KIAA0649
136314040 136322900 8860 - LHX3
101231803 101240451 8648 - MRPL50
34979784 34988428 8644 + DNAJB5
111503450 111512062 8612 + GNG10
113108846 113117423 8577 - CDC26
136572213 136580758 8545 - SDCCAG3
137361905 137370394 8489 - C9orf75
35599975 35608408 8433 - CD72
137022655 137031086 8431 + MAMDC4
137752367 137760774 8407 - ZMYND19
135027380 135035754 8374 - FCN1
33230195 33238564 8369 + SPINK4
99064124 99072455 8331 + SEC61B
87810914 87819171 8257 - CCRK
137232612 137240865 8253 - C9orf140
124711037 124719249 8212 + ARPC5L
129644985 129653114 8129 + TOR1B
110041402 110049469 8067 - C9orf152
35671989 35680053 8064 - TPM2
133365773 133373772 7999 - SLC2A6
129669122 129677076 7954 - C9orf78
34643931 34651883 7952 + IL11RA
35078689 35086579 7890 - PIGO
128663898 128671639 7741 - C9orf114
132487546 132495194 7648 + BARHL1
129476436 129483998 7562 - ASB6
127962526 127970028 7502 - PTGES2
131428744 131436209 7465 - UCK1
113933473 113940891 7418 - KIF12
34242378 34249703 7325 - C9orf48
35663914 35671152 7238 + CA9
133237309 133244526 7217 - SURF5
93288337 93295429 7092 - FAM120AOS
137604653 137611738 7085 - ENTPD8
34603547 34610496 6949 - DCTN3
128531414 128538221 6807 + SET
108776015 108782790 6775 + C9orf6
137209759 137216492 6733 - NPDC1
134998602 135005311 6709 + FCN2
96874491 96881094 6603 - CTSL2
135612972 135619525 6553 - C9orf116
81833240 81839720 6480 + FLJ46321
125076687 125083163 6476 - HSPA5
33431161 33437590 6429 - AQP3
21992902 21999312 6410 - CDKN2B
137248429 137254828 6399 + UAP1L1
35648873 35655189 6316 - C9orf100
40880356 40886601 6245 - C9orf36
32619451 32625667 6216 - TAF1L
35063834 35070013 6179 - FANCG
135811197 135817319 6122 - SOHLH1
87727325 87733366 6041 + C9orf79
127763361 127769324 5963 - PIP5KL1
38382701 38388655 5954 + ALDH1B1
137218389 137224342 5953 - ENTPD2
1041613 1047550 5937 + DMRT2
74791431 74797356 5925 - C9orf40
127903073 127908945 5872 - C9orf90
22436839 22442472 5633 + DMRTA1
137401221 137406843 5622 + SLC34A3
99058262 99063791 5529 - ALG2
89155666 89161171 5505 + CKS2
133227106 133232598 5492 - SURF6
87570533 87575862 5329 + CTSL1
122749888 122755163 5275 - ZBTB6
88835396 88840609 5213 + C9orf47
135639230 135644323 5093 + LCN1
135679548 135684567 5019 + PAEP
5324968 5329873 4905 - RLN1
136929922 136934802 4880 - UNQ2541
137448116 137452929 4813 + C9orf167
37770307 37775067 4760 - EXOSC3
5289867 5294580 4713 - RLN2
133248219 133252915 4696 - SURF1
35722316 35727004 4688 + CREB3
35595366 35600029 4663 + TESK1
107326689 107331310 4621 - KLF4
133252981 133257586 4605 + SURF2
6001019 6005618 4599 - RANBP6
136914308 136918817 4509 - LCN6
35797781 35802259 4478 - SPAG8
21321019 21325371 4352 - KLHL9
137110724 137115010 4286 - FBXW5
68381052 68385337 4285 - C9orf71
137147792 137152030 4238 + PTGDS
137280829 137285032 4203 - DPP7
137413873 137418059 4186 - LOC401565
128660332 128664509 4177 + ENDOG
137032407 137036575 4168 - EDF1
124699716 124703794 4078 - RPL35
45165394 45169446 4052 + LOC441426
127627890 127631917 4027 + CDK9
127991271 127995288 4017 + LCN2
19366253 19370235 3982 - RPS6
135618498 135622462 3964 + MRPS2
133110219 133114182 3963 - OBP2B
34636634 34640571 3937 + GALT
32773496 32777397 3901 + LOC401498
136924676 136928568 3892 - LCN8
129162848 129166738 3890 + C9orf106
137152192 137156047 3855 + FLJ45224
135663929 135667747 3818 + OBP2A
35032225 35035987 3762 + C9orf131
127573357 127577111 3754 - TOR2A
127289508 127293238 3730 - RPL12
33785558 33789228 3670 + PRSS3
68624517 68628163 3646 + FAM122A
129982442 129986052 3610 - FLJ46836
128002188 128005756 3568 + C9orf16
6318374 6321900 3526 + TPD52L3
114171622 114175090 3468 + ORM2
97695091 97698551 3460 + FOXE1
113249074 113252506 3432 - POLE3
114164889 114168311 3422 + ORM1
101433453 101436838 3385 - PPP3R2
136909813 136913192 3379 - LCN10
7786492 7789799 3307 - C9orf123
35089892 35093154 3262 - STOML2
128562704 128565962 3258 - ZDHHC12
133244622 133247834 3212 + RPL7A
137122604 137125785 3181 + LCN12
89206069 89209120 3051 - C9orf164
34624719 34627768 3049 - OPRS1
4652293 4655258 2965 + PPAPDC2
137200462 137203299 2837 - FUT7
86788831 86791658 2827 - GAS1
127776935 127779689 2754 - DPM2
113215251 113217895 2644 - HDHD3
14710087 14712670 2583 - CER1
136653783 136656355 2572 + C9orf163
5221418 5223967 2549 + INSL4
137411590 137413996 2406 + TUBB2C
97039091 97041465 2374 - ZNF322B
203461 205741 2280 - C9orf66
68147336 68149554 2218 + FOXD4L3
137421566 137423771 2205 + LOC441476
128787362 128789566 2204 - DOLK
27514311 27516494 2183 + IFNK
35802956 35805042 2086 - HINT2
127970380 127972461 2081 + LOC389791
34511039 34513037 1998 - C9orf165
137164896 137166861 1965 - CLIC3
113138927 113140874 1947 - RNF183
36159390 36161320 1930 + CCIN
136961643 136963545 1902 + TMEM141
25666967 25668848 1881 - TUSC1
137470771 137472540 1769 - MGC61598
127555780 127557490 1710 - PTRH1
34679566 34681274 1708 - CCL19
137115549 137117256 1707 + C8G
137358969 137360652 1683 + SSNA1
35639296 35640947 1651 - SIT1
19039371 19041019 1648 + RRAGA
34600492 34602101 1609 - C9orf23
68857004 68858562 1558 - PRKACG
137162706 137164264 1558 + C9orf142
137374373 137375927 1554 - MGC14327
89449481 89451021 1540 + GADD45G
21130630 21132144 1514 - IFNW1
21470840 21472312 1472 - IFNE1
108704157 108705590 1433 + ACTL7A
108696425 108697765 1340 - ACTL7B
76864124 76865423 1299 + FOXB2
137339050 137340340 1290 - LOC389816
67936135 67937386 1251 - FOXD4L4
34699001 34700147 1146 - CCL21
21374253 21375396 1143 - IFNA2
122503398 122504481 1083 + OR1L1
122876399 122877449 1050 + GPR21
122591572 122592616 1044 + OR1L6
104377605 104378649 1044 - OR13C3
21399132 21400174 1042 + IFNA8
104536257 104537298 1041 + OR13D1
122395002 122395995 993 + OR1N2
21155635 21156619 984 - IFNA21
21217241 21218221 980 - IFNA17
21176692 21177670 978 - IFNA4
122516962 122517937 975 + OR1L3
122318790 122319759 969 - OR1J1
21196179 21197142 963 - IFNA10
122630765 122631728 963 + OR5C1
104411003 104411966 963 + OR13C8
104346098 104347058 960 + OR13F1
122470411 122471368 957 - OR1B1
104459083 104460040 957 - OR13C9
104446506 104447463 957 - OR13C2
104440292 104441249 957 - OR13C5
104368088 104369045 957 - OR13C4
122641955 122642906 951 + OR1K1
111169317 111170268 951 - OR2K2
122456570 122457515 945 + OR1Q1
122360973 122361915 942 + OR1J4
122352634 122353576 942 + OR1J2
35859459 35860398 939 - OR13J1
21206371 21207310 939 - IFNA16
122565822 122566758 936 + OR1L4
122368190 122369126 936 - OR1N1
35947135 35948065 930 - OR2S2
122409380 122410310 930 - OR1L8
21430439 21431315 876 + IFNA1
21067103 21067943 840 - IFNB1
34651892 34652689 797 - CCL27
21191467 21192204 737 - IFNA7
137722180 137722843 663 + MRPL41
21357422 21358075 653 - IFNA13
21340316 21340886 570 - IFNA6
21294685 21295255 570 - IFNA5
130798368 130798779 411 - P518
105504332 105504659 327 + TAL2
