START STOP SIZE STRAND GENE
87038568 87093927 55359 + TMTC3
119110976 119166229 55253 - PXN
10662804 10717906 55102 - STYK1
18727382 18782185 54803 - PLCZ1
100051745 100106457 54712 - SLC5A8
122305334 122359868 54534 - SBNO1
113254455 113308967 54512 - TBX5
70289744 70343866 54122 - CCDC131
83755736 83809042 53306 - SLC6A15
120033397 120086591 53194 + P2RX7
121783952 121836811 52859 + CCDC62
4700012 4752153 52141 + GALNT8
93918138 93969676 51538 - NR2C1
99469956 99521151 51195 + GAS2L3
110742998 110793947 50949 + MAPKAPK5
4467163 4517898 50735 - C12orf4
108683613 108733932 50319 - TRPV4
63132203 63182158 49955 + TBK1
67290918 67340644 49726 + RAP1B
129799028 129848691 49663 - STX2
121994581 122044081 49500 - PITPNM2
86876283 86925644 49361 - C12orf50
94148188 94197414 49226 + VEZT
109434956 109483784 48828 - PPTC7
57552204 57600529 48325 - LRIG3
9111576 9159754 48178 - A2M
107187813 107235553 47740 - CMKLR1
122721744 122769321 47577 + ATP6V0A2
132027287 132074534 47247 - CHFR
116044305 116091020 46715 - FBXO21
121938426 121984632 46206 - ABCB9
63393490 63439479 45989 - GNS
25249446 25295121 45675 - KRAS
110306471 110352146 45675 + SH2B3
31324784 31370340 45556 - FAM60A
27754995 27800494 45499 + MRPS35
53177779 53223160 45381 + NCKAP1L
50631752 50677126 45374 + ACVR1B
30753752 30798715 44963 - C1QDC1
49522982 49567933 44951 + TMPRSS12
95803711 95848507 44796 + NEDD1
65949415 65994187 44772 + CAND1
100970441 101014828 44387 - NUP37
75917497 75961815 44318 - E2F7
63084499 63128728 44229 + XPOT
105199047 105243257 44210 + TCP11L2
120208880 120252922 44042 - ANAPC5
109549304 109592996 43692 - HVCN1
110667065 110710502 43437 + ALDH2
119434874 119478077 43203 + RNF10
49961089 50004205 43116 - BIN2
43853113 43896056 42943 - PLEKHA9
46343341 46386041 42700 - FLJ21908
122982549 123024847 42298 + ZNF664
123956252 123998547 42295 - DHX37
200051 242263 42212 - SLC6A13
110544615 110586459 41844 - BRAP
89859933 89901275 41342 - EPYC
104227106 104267762 40656 + LOC387882
29384846 29425410 40564 - ERGIC2
6955607 6996103 40496 - MBOAT5
49666043 49706409 40366 - SLC11A2
94370389 94410587 40198 + METAP2
111958381 111998553 40172 + DTX1
108899954 108939953 39999 + ANKRD13A
13088581 13127648 39067 + KIAA1467
102960793 102999710 38917 + HCFC2
52696939 52735630 38691 + HOXC4
107418823 107457404 38581 - SART3
74726224 74764717 38493 - NAP1L1
52921677 52960151 38474 - CBX5
116966201 117004469 38268 - FLJ20674
4628543 4666658 38115 + NDUFA9
6179815 6217688 37873 + CD9
90041503 90079274 37771 - DCN
66974612 67012379 37767 - MDM1
891503 929109 37606 - RAD52
48809848 48847366 37518 - LASS5
6473557 6511070 37513 + NCAPD2
26239788 26277134 37346 + SSPN
6549509 6586812 37303 - CHD4
122680570 122717828 37258 + C12orf38
384938 422065 37127 + CCDC77
48546946 48583987 37041 - FAIM2
112000037 112036741 36704 - RASAL1
112199291 112235645 36354 - SLC24A6
43694805 43731149 36344 - DBX2
48669211 48705488 36277 - RACGAP1
52060245 52096491 36246 + SP1
122945834 122982043 36209 - CCDC92
121177145 121212897 35752 + LRRC43
51686518 51722259 35741 + EIF4B
74014729 74050434 35705 + GLIPR1L1
131241425 131277115 35690 + EP400NL
64982622 65018225 35603 + HELB
91632778 91668336 35558 + FLJ46688
10416219 10451632 35413 - KLRK1
10074542 10109832 35290 + CLEC9A
92363737 92398899 35162 + MRPL42
109514661 109549650 34989 + FLJ21127
121240974 121275897 34923 - VPS33A
132108397 132143218 34821 - ZNF605
111838968 111873772 34804 + OAS3
94897078 94931833 34755 - LTA4H
56230113 56264821 34708 + KIF5A
129347515 129381747 34232 + PIWIL1
92304555 92338494 33939 - UBE2N
107953110 107986902 33792 + USP30
94414016 94447695 33679 - USP44
47701829 47735374 33545 - MLL2
12656097 12689308 33211 + CREBL2
122790530 122823684 33154 + DNAH10
74071155 74104087 32932 + GLIPR1L2
69805143 69838046 32903 - TSPAN8
26949384 26982186 32802 - C12orf11
21481877 21514551 32674 + FLJ22028
7515015 7547639 32624 - CD163
70434924 70467417 32493 + RAB21
93867576 93899979 32403 - NDUFA12
124631921 124664243 32322 + TMEM132B
55097174 55129433 32259 - TIMELESS
67488246 67520481 32235 + MDM2
124003073 124035229 32156 + BRI3BP
68606703 68638770 32067 + C12orf28
4300631 4332599 31968 + C12orf5
21513964 21545796 31832 - RECQL
84700798 84732551 31753 - PAMCI
67919666 67951290 31624 + CPSF6
4253198 4284777 31579 + CCND2
46653017 46684528 31511 - COL2A1
100593884 100625314 31430 + CHPT1
97509650 97541057 31407 - IKIP
108178503 108209745 31242 - FOXN4
6769004 6800235 31231 + CD4
68039798 68070842 31044 + YEATS4
31118098 31148992 30894 + DDX11
121874761 121905592 30831 - VPS37B
112259097 112289921 30824 + LOC196463
127802644 127833421 30777 - SLC15A4
42408682 42438856 30174 - PUS7L
109402819 109432609 29790 + RAD9B
4594937 4624604 29667 - AKAP3
62872686 62902319 29633 - FLJ32549
53229670 53259290 29620 + PDE1B
108751468 108781013 29545 - GLTP
109274668 109304152 29484 - ANAPC7
62459903 62489154 29251 + TMEM5
120789365 120818490 29125 + PSMD9
42439046 42468164 29118 + IRAK4
132317563 132346397 28834 + ZNF10
47333466 47362270 28804 - C12orf41
6326275 6354976 28701 - SCNN1A
54951749 54980442 28693 - CS
108349180 108377822 28642 - KCTD10
56168117 56196700 28583 + MARS
10114348 10142872 28524 - CLEC1A
49869231 49897744 28513 - POU6F1
116933218 116961671 28453 - WSB2
131045508 131073926 28418 + ULK1
92274169 92302519 28350 + NUDT4
112057698 112086004 28306 - DDX54
106629110 106657381 28271 - PRDM4
1545420 1573592 28172 - FBXL14
121482314 121510398 28084 - ZCCHC8
111026100 111054132 28032 + TRAFD1
119241852 119269678 27826 - MSI1
7174236 7201985 27749 + CLSTN3
52132162 52159736 27574 + PCBP2
26982582 27010129 27547 + FGFR1OP2
121844918 121872387 27469 + HIP1R
56374186 56401606 27420 + OS9
132267386 132294606 27220 + ZNF140
122643260 122670214 26954 + GTF2H3
123298589 123325448 26859 + FAM101A
8958582 8985325 26743 + PHC1
53005177 53031900 26723 + COPZ1
106582056 106608724 26668 + PWP1
117291675 117318249 26574 + SUDS3
108941702 108968220 26518 - FLJ40142
54581463 54607964 26501 - WIBG
50033431 50059832 26401 - GALNT6
9713575 9739874 26299 + CLEC2D
54843390 54869544 26154 - SMARCC2
132173405 132199503 26098 + ZNF26
48737753 48763660 25907 + ACCN2
119403803 119429673 25870 - COQ5
112095967 112121600 25633 - IQCD
13019064 13044488 25424 - HEBP1
94839538 94864837 25299 + AMDHD1
122393583 122418778 25195 + SETD8
122242342 122267386 25044 + FLJ38663
51948817 51973694 24877 + ESPL1
55343648 55368156 24508 - PTGES3
14958245 14982722 24477 - C12orf46
55443374 55467841 24467 + HSD17B6
66881395 66905838 24443 - IL26
120300621 120324875 24254 + RNF34
120110383 120134627 24244 + P2RX4
10742955 10767171 24216 - CSDA
111150080 111174277 24197 - C12orf51
47373018 47397048 24030 - CCNT1
53075313 53099317 24004 - ITGA5
4569504 4593301 23797 + DYRK4
119879268 119903032 23764 + TCF1
99097041 99120669 23628 + ACTR6
130979170 131002546 23376 + MMP17
46802814 46826154 23340 + PFKM
54364622 54387894 23272 - ITGA7
169512 192759 23247 - SLC6A12
54760158 54783395 23237 + ERBB3
55735693 55758810 23117 - KIAA0286
102862083 102885122 23039 + TDG
51837714 51860647 22933 - CSAD
94869609 94892539 22930 - HAL
109620463 109643387 22924 - PPP1CC
47446247 47469087 22840 - ADCY6
27824453 27847239 22786 + KLHDC5
8076625 8099384 22759 + FOXJ2
79252601 79275338 22737 + C12orf64
6646077 6668751 22674 - ZNF384
21679544 21702042 22498 - LDHB
47509806 47532224 22418 - DDX23
49741256 49763600 22344 - FAM130A1
8499857 8522193 22336 + CLEC6A
100797568 100819857 22289 + DRAM
121514152 121536427 22275 - RSRC2
115616315 115638563 22248 - C12orf49
12935619 12957855 22236 + GPRC5A
54612078 54634072 21994 + DGKA
109368984 109390908 21924 + C12orf24
118995625 119017319 21694 - RAB35
84176352 84198027 21675 + CART1
51890620 51912247 21627 - RARG
55708568 55730160 21592 - MYO1A
46417293 46438822 21529 - RAPGEF3
122424815 122446144 21329 - MGC7036
47616258 47637577 21319 - ARF3
103013324 103034507 21183 - NFYB
4518316 4539475 21159 + RAD51AP1
7234223 7255342 21119 + PEX5
9033487 9054605 21118 + KLRG1
15926612 15947675 21063 + STRAP
48303669 48324716 21047 + PRPF40B
51783581 51804589 21008 + SOAT2
12373484 12394436 20952 - MANSC1
107776332 107797162 20830 + DAO
55411632 55432413 20781 - PRIM1
54654128 54674753 20625 + RAB5B
45896318 45916708 20390 + FAM113B
75754963 75775267 20304 - CSRP2
14847772 14868053 20281 + C12orf60
115761747 115781952 20205 - HRK
7773277 7793336 20059 - CLEC4C
13240923 13260974 20051 + EMP1
67426202 67446120 19918 + SLC35E3
14986216 15005829 19613 - ARHGDIB
2837110 2856564 19454 - FOXM1
22090425 22109869 19444 + CMAS
120740154 120759489 19335 - HPD
48219206 48238344 19138 + KCNH3
8911805 8930864 19059 + A2ML1
52160546 52179538 18992 - MAP3K12
97411909 97430789 18880 + TMPO
122611551 122630362 18811 + DDX55
119920814 119939500 18686 - OASL
121762250 121780833 18583 + DENR
56477709 56496119 18410 - AVIL
121217089 121235479 18390 - DIABLO
74160800 74179158 18358 + GLIPR1
120552014 120570280 18266 - MORN3
50008493 50026730 18237 - ELA1
6289862 6307932 18070 + PLEKHG6
48267556 48285621 18065 - C12orf25
105852171 105870226 18055 + C12orf23
108455998 108474022 18024 - MMAB
1608672 1626638 17966 + WNT5B
6903886 6921743 17857 + ATN1
53136011 53153614 17603 - FAM112B
108801042 108818588 17546 + TCHP
9871343 9888868 17525 + KLRF1
102826655 102844170 17515 + HSP90B1
9896235 9913725 17490 - CLEC2B
55151003 55168448 17445 - GLS2
47584198 47601625 17427 + CCDC65
54884552 54901971 17419 - RNF41
131874541 131891926 17385 + PXMP2
51727076 51744430 17354 + TENC1
6598261 6615548 17287 - GPR92
24611164 24628369 17205 - FLJ32894
70366144 70383234 17090 + TMEM19
7963093 7980138 17045 - SLC2A3
54996987 55014017 17030 - USP52
14830680 14847668 16988 - WBP11
56405260 56422207 16947 - CENTG1
8689806 8706700 16894 - MFAP5
99052662 99069539 16877 - GOLGA2L1
119551090 119567845 16755 + CABP1
12857546 12874181 16635 + DDX47
70344050 70360684 16634 + THAP2
16391978 16408610 16632 + MGST1
56152313 56168864 16551 - ARHGAP9
47682322 47698859 16537 - PRKAG1
6518966 6535490 16524 - HOM-TES-103
7693263 7709769 16506 - APOBEC1
46462775 46479190 16415 - HDAC7A
54808320 54824719 16399 + FAM62A
52391169 52407486 16317 - CALCOCO1
21546066 21562357 16291 + GOLT1B
50849576 50865800 16224 - KRT80
68265474 68281624 16150 + CCT2
68363285 68379380 16095 - BEST3
56114809 56130876 16067 + INHBC
55775461 55791428 15967 - STAT6
118079314 118095270 15956 + HSPB8
120678379 120694314 15935 - RHOF
51265639 51281559 15920 - KRT72
51871374 51887267 15893 - ITGB7
46389794 46405617 15823 - P11
109353010 109368784 15774 - ATPBD1C
50913220 50928976 15756 + KRT7
56621711 56637318 15607 + XRCC6BP1
53049186 53064748 15562 - ZNF385
116917229 116932758 15529 + RFC5
8126150 8141634 15484 + NECAP1
120527194 120542658 15464 + TMEM142A
109335426 109350878 15452 - ARPC3
48765278 48780692 15414 + SMARCD1
8167494 8182470 14976 + CLEC4A
7138291 7153069 14778 - C1RL
51744664 51759405 14741 - SPRYD3
6926000 6940740 14740 + PTPN6
119587668 119602387 14719 + KIAA0152
86931735 86946404 14669 + C12orf29
100289381 100304040 14659 - ARL1
45038238 45052814 14576 - SLC38A2
6831583 6846054 14471 + USP5
131080271 131094632 14361 + PUS1
10015280 10029459 14179 + CLEC12A
14873511 14887680 14169 - ART4
119626385 119640530 14145 + ACADS
51987507 52001641 14134 - AAAS
40992154 41006199 14045 - ZCRB1
74177685 74191659 13974 - KRR1
56462825 56476784 13959 + TSFM
113570778 113584689 13911 - TBX3
28002283 28016183 13900 - PTHLH
10202168 10216004 13836 - OLR1
52697102 52710865 13763 + HOXC6
118568480 118582148 13668 + PRKAB1
50587468 50601120 13652 + ACVRL1
51369909 51383514 13605 - KRT77
47777191 47790731 13540 - LMBR1L
122594040 122607561 13521 + TMED2
119347003 119360482 13479 + 15E1.2
10160648 10174103 13455 - CLEC7A
119903567 119917020 13453 - C12orf43
107998134 108011518 13384 + UNG
6308184 6321522 13338 - TNFRSF1A
47163289 47176432 13143 + C12orf54
54704790 54717887 13097 + IKZF4
111807531 111820427 12896 + OAS1
6629706 6642565 12859 - ING4
51501498 51514344 12846 - KRT6L
55392486 55405318 12832 - NACA
10222897 10235664 12767 + C12orf59
42473794 42486445 12651 - TWF1
122630458 122642993 12535 - EIF2B1
51074001 51086443 12442 - KRT82
50723762 50736019 12257 + NR4A1
48432511 48444760 12249 + TEGT
2792123 2804367 12244 + ITFG2
2856649 2868885 12236 + C12orf32
13127760 13139876 12116 - GSG1
56140200 56152312 12112 + GLI1
49728398 49740468 12070 + LETMD1
56271323 56283296 11973 + PIP5K2C
54634156 54646093 11937 - SILV
4347653 4359155 11502 - FGF23
107518538 107530035 11497 - SELPLG
52345215 52356696 11481 - ATP5G2
4413568 4425041 11473 - FGF6
112292969 112304412 11443 - SDS
66329020 66340410 11390 + DYRK2
122270420 122281567 11147 - CDK2AP1
51287621 51298610 10989 - KRT73
119202882 119213764 10882 + SIRT4
100624894 100635715 10821 - SYCP3
9766358 9777127 10769 - DCAL1
8646028 8656706 10678 - AICDA
109392049 109402636 10587 - VPS29
55603883 55614312 10429 - SDR-O
10633038 10643431 10393 - KLRA1
7038277 7048594 10317 + C1S
51104120 51114373 10253 - KRT75
10256755 10266989 10234 + GABARAPL1
47498778 47508991 10213 + CACNB3
6431510 6441721 10211 + TAPBPL
100373124 100383242 10118 + SPIC
56452649 56462590 9941 + FAM119B
105134258 105144180 9922 - CKAP4
21809155 21819014 9859 - KCNJ8
105873535 105883394 9859 - MTERFD3
48238352 48248178 9826 - MCRS1
46827840 46837644 9804 - ASB8
31703387 31713167 9780 + MGC50559
109811347 109821085 9738 - MYL2
25239482 25249202 9720 + LYRM5
2804775 2814450 9675 - NRIP2
131347147 131356803 9656 - GALNT9
12984975 12994585 9610 - GPRC5D
117036589 117046110 9521 + PEBP1
6884212 6893666 9454 + LRRC23
53259299 53268707 9408 - PPP1R1A
10648060 10657450 9390 - FLJ10292
110913981 110923343 9362 + ERP29
6617502 6626841 9339 - ACRBP
18125070 18134381 9311 - FLJ22655
8984230 8993519 9289 - M6PR
6893874 6903120 9246 + ENO2
51223960 51233170 9210 - KRT71
112363413 112372597 9184 - LHX5
52006628 52015804 9176 - SP7
51448206 51457372 9166 - KRT76
2774413 2783383 8970 + FKBP4
50687014 50695938 8924 + GRASP
8557402 8566225 8823 + CLEC4D
15017244 15026066 8822 + PDE6H
47537195 47545920 8725 - RND1
84770542 84779231 8689 + NTS
54784691 54793353 8662 + PA2G4
54501010 54509603 8593 - DNAJC14
44601458 44610015 8557 - SFRS2IP
46453257 46461719 8462 + FLJ20489
48003328 48011781 8453 + TROAP
6441666 6450104 8438 - VAMP1
9796350 9804764 8414 - CD69
97489870 97498245 8375 + SLC25A3
110261203 110269546 8343 - FAM109A
48792166 48800501 8335 + C12orf62
131897785 131906102 8317 + PGAM5
89999700 90008010 8310 - LUM
122467530 122475817 8287 + U1SNRNPBP
10456179 10464461 8282 - KLRC3
47945131 47953380 8249 + TUBA1C
107486092 107494250 8158 - TMEM119
48630795 48638929 8134 + AQP2
47022178 47030268 8090 - ZNF641
119362191 119370278 8087 - SFRS9
32029258 32037306 8048 + C12orf35
8102185 8110222 8037 - C3AR1
51245869 51253876 8007 - KRT74
51486600 51494602 8002 - KRT4
131295222 131303216 7994 + NOC4L
51860801 51868724 7923 + ZNF740
55318227 55326119 7892 - ATP5B
89946738 89954599 7861 - KERA
51577241 51585089 7848 - KRT8
6703481 6711289 7808 + COPS7A
52618842 52626594 7752 + HOXC13
55923508 55931236 7728 - STAC3
64803108 64810800 7692 - C12orf31
52103907 52111579 7672 + AMHR2
8577167 8584811 7644 - CLEC4E
51324609 51332226 7617 - KRT2
55678884 55686497 7613 - ZBTB39
53699888 53707486 7598 + NEUROD4
10351683 10359227 7544 + KLRD1
54515481 54523000 7519 - MMP19
51040058 51047576 7518 - KRT85
52861518 52869024 7506 - SMUG1
8216416 8223909 7493 + ZNF705A
51979748 51987229 7481 + C12orf10
50750072 50757545 7473 + C12orf44
6363617 6370993 7376 + LTBR
10054497 10061814 7317 + CLEC12B
56305944 56313251 7307 - B4GALNT1
10489900 10497196 7296 - KLRC1
48784067 48791360 7293 + GPD1
56202925 56210198 7273 + MBD6
27066749 27073949 7200 + SURB7
6819635 6826818 7183 + GNB3
94755206 94762385 7179 + SNRPF
50994351 51001438 7087 - KRT83
54910893 54917894 7001 + SLC39A5
54423333 54430332 6999 + GDF11
55631485 55638370 6885 - RDH16
6673218 6680073 6855 - C12orf53
6424326 6431144 6818 + CD27
107458848 107465609 6761 + ISCU
7833261 7839922 6661 + NANOG
21417084 21423683 6599 + IAPP
112086274 112092839 6565 + C12orf52
55690052 55696592 6540 - TAC3
47645390 47651810 6420 - WNT10B
92466065 92472446 6381 + SOCS2
61826482 61832857 6375 - AVPR1A
55769156 55775525 6369 + NAB2
51469750 51476093 6343 - KRT3
8265123 8271464 6341 - FAM90A1
10036930 10043146 6216 - CLEC1B
7755355 7761417 6062 + DPPA3
51167243 51173287 6044 - KRT6A
34066482 34072501 6019 + ALG10
54646825 54652834 6009 + CDK2
7733647 7739627 5980 - GDF3
6751930 6757880 5950 + LAG3
54990483 54996387 5904 - TMEM4
51194627 51200510 5883 - KRT5
68028430 68034280 5850 + LYZ
131289275 131295083 5808 - DDX51
56291484 56297290 5806 + GEFT
55914954 55920742 5788 - NDUFA4L2
12829881 12835664 5783 + APOLD1
51354718 51360446 5728 - KRT1
119222634 119228312 5678 - PLA2G1B
13415289 13420912 5623 - C12orf36
6801223 6806844 5621 + GPR162
50965965 50971566 5601 - KRT81
81249087 81254640 5553 - CCDC59
52180971 52186480 5509 + TARBP2
10474474 10479897 5423 - KLRC2
47769474 47774869 5395 - DHH
88415659 88421003 5344 - GALNT4
48517826 48523142 5316 - LOC144233
47744734 47750042 5308 - RHEBL1
66928291 66933548 5257 - IL22
107988715 107993965 5250 - ALKBH2
121984233 121989468 5235 + OGFOD2
9992002 9997203 5201 - FLJ46363
7167554 7172733 5179 - RBP5
55909818 55914981 5163 + SHMT2
6727423 6732530 5107 - MLF2
52665220 52670327 5107 + HOXC10
54904773 54909785 5012 + OBFC2B
12761575 12766569 4994 + CDKN1B
52121712 52126693 4981 + PRR13
56284870 56289850 4980 + DTX3
66834816 66839788 4972 - IFNG
51148861 51153824 4963 - KRT6C
21570522 21575477 4955 + C12orf39
49918892 49923833 4941 + DAZAP2
26164227 26169113 4886 - BHLHB3
129881447 129886243 4796 + RAN
56435166 56439956 4790 + MARCH9
48012466 48017238 4772 - C1QL4
56442385 56447151 4766 - CYP27B1
51777702 51782395 4693 + IGFBP6
46644258 46648927 4669 + TMEM106C
48027307 48031950 4643 + FLJ13236
6745801 6750379 4578 + PTMS
10973100 10977663 4563 + PRH2
52960754 52965297 4543 + HNRPA1
36996962 37001481 4519 + ALG10B
119097222 119101734 4512 - RPLP0
88244306 88248764 4458 - DUSP6
111305714 111310141 4427 - RPL6
107411517 107415847 4330 + HYPE
47864851 47869128 4277 - TUBA1A
54400487 54404754 4267 + RDH5
54798296 54802545 4249 + ZC3H10
47658502 47662746 4244 + WNT1
56428271 56432431 4160 - CDK4
45755756 45759915 4159 - AMIGO2
47675199 47679355 4156 - DDN
54833922 54838027 4105 + MYL6B
