START STOP SIZE STRAND GENE
32220167 32289515 69348 - C15orf29
74022899 74091840 68941 - NRG4
38673509 38741801 68292 + CASC5
62467072 62534553 67481 + TRIP4
53283093 53349877 66784 - RAB27A
39496643 39562470 65827 + RTF1
72709952 72775413 65461 - EDC3
75500297 75564998 64701 + HMG20A
40427592 40491807 64215 + CAPN3
47502750 47566815 64065 + FGF7
76250243 76313954 63711 - ACSBG1
40290025 40352923 62898 - TMEM87A
83228916 83290031 61115 + SLC28A1
76517680 76578522 60842 + IREB2
88177792 88238206 60414 - AP3S2
38240529 38300627 60098 + BUB1B
49831101 49889634 58533 + TMOD2
61402783 61461128 58345 - CA12
48787066 48845165 58099 - SPPL2A
47068258 47125922 57664 - KIAA0256
73922854 73980435 57581 + UBE2Q2
72620636 72677523 56887 + ARID3B
43714547 43770770 56223 + SQRDL
58502561 58558594 56033 - NARG2
45797977 45853711 55734 + SEMA6D
30721251 30776590 55339 + SCG5
56958535 57013144 54609 - SLTM
48261713 48315862 54149 + SLC27A2
83160914 83214566 53652 + ALPK3
65280422 65334038 53616 - FLJ11506
39854003 39907343 53340 + MAPKBP1
88035031 88087872 52841 + LOC56964
53435133 53487785 52652 - CCPG1
70765587 70817869 52282 + BBS4
76838604 76890828 52224 - ADAMTS7
72074066 72126162 52096 + PML
77924374 77976395 52021 - MTHFS
43102643 43154330 51687 + SORD
41213013 41264631 51618 + TMEM62
41612966 41664383 51417 - HISPPD2A
29406374 29457393 51019 + KLF13
81476186 81527110 50924 - BTBD1
58426642 58477477 50835 - ANXA2
39310728 39361373 50645 + CHP
69807941 69858019 50078 + THSD4
79178803 79228570 49767 + C15orf26
40238191 40287794 49603 - VPS39
63407841 63457379 49538 - PUNC
49136092 49184765 48673 - TNFAIP8L3
39412360 39460537 48177 + NUSAP1
39262219 39310187 47968 - EXDL1
99380194 99427834 47640 + LRRK1
56217770 56265401 47631 + AQP9
71400987 71448230 47243 - HCN4
50098738 50145753 47015 + MAPK6
83013780 83060678 46898 - SEC11A
32097719 32144579 46860 + CHRM5
98960357 99007174 46817 + ASB7
68129472 68176212 46740 - TLE3
39927636 39973567 45931 - SPTBN5
91387640 91433437 45797 - RGMA
43590625 43636220 45595 + C15orf21
29025705 29070910 45205 - MTMR10
88529155 88573894 44739 + SEMA4B
40492313 40537022 44709 - ZFP106
64584484 64628526 44042 + ZWILCH
20594719 20637877 43158 - NIPA1
87618450 87661366 42916 + KIAA1794
53625512 53668342 42830 - PYGO1
75074608 75116726 42118 + PSTPIP1
80937719 80979817 42098 - FLJ22795
62175253 62217255 42002 + SNX1
63460877 63502463 41586 - NOPE
66859259 66900277 41018 - ANP32A
64372713 64413289 40576 + DIS3L
20384942 20425331 40389 + TUBGCP5
43561973 43602294 40321 - SLC30A4
41906499 41946502 40003 + WDR76
77511912 77551697 39785 + KIAA1024
49760841 49800514 39673 + SCG3
38847362 38886947 39585 - DNAJC17
28983420 29022600 39180 + MTMR15
90961684 91000035 38351 - LOC400451
73754018 73792151 38133 - CSPG4
46219718 46257788 38070 - MYEF2
70239201 70277180 37979 - GRAMD2
40575126 40612548 37422 + SNAP23
38774660 38811646 36986 + RAD51
63001178 63038085 36907 + ANKDD1A
99237583 99274352 36769 + ALDH1A3
53398487 53435137 36650 + PIGB
54508298 54544627 36329 - MNS1
62819150 62854823 35673 - RBPMS2
43209483 43245066 35583 + DUOX1
41450604 41485530 34926 + 76P
70364432 70399282 34850 - BRUNOL6
63229836 63264616 34780 - CLPX
86856717 86890888 34171 - DET1
67493741 67527817 34076 + KIF23
50017513 50051250 33737 - LEO1
41312647 41346347 33700 - TGM5
84606859 84640450 33591 + AGBL1
78232395 78265737 33342 + FAH
50836644 50869501 32857 - ONECUT1
70422832 70455393 32561 - HEXA
28440734 28473156 32422 - CHRFAM7A
70830762 70863114 32352 - ADPGK
70278423 70310738 32315 - PKM2
63658172 63690460 32288 - C15orf44
19305252 19336667 31415 - POTE15
42816013 42847317 31304 + TRIM69
49456746 49487493 30747 + GLDN
73983254 74013999 30745 + FBXO22
72417156 72447020 29864 - CYP11A1
70320593 70350446 29853 - PARP6
36533646 36563158 29512 + FAM98B
90815910 90845351 29441 + C15orf32
81567383 81596678 29295 + TM6SF1
20556789 20585849 29060 - NIPA2
81715658 81744472 28814 - BNC1
63337490 63366071 28581 - PARP16
76644960 76673513 28553 + CHRNA5
89310272 89338808 28536 - PRC1
72924249 72952723 28474 - SCAMP2
61356843 61385166 28323 + APH1B
47206833 47235073 28240 - COPS2
73677479 73705132 27653 - SNUPN
73102986 73130119 27133 + PPCDC
39596668 39623756 27088 - RPAP1
38520702 38547720 27018 + BAHD1
63042415 63069304 26889 - SPG21
76184045 76210933 26888 - CIB2
57742355 57768778 26423 - BNIP2
62921187 62947252 26065 + PLEKHQ1
41355770 41381745 25975 - TGM7
73074953 73100889 25936 + SCAMP5
76674706 76700377 25671 - CHRNA3
72005872 72031529 25657 + LOXL1
75125386 75150568 25182 - TSPAN3
87815645 87840803 25158 - RHCG
41825940 41851036 25096 + PDIA3
76952226 76977127 24901 + MORF4L1
30694982 30719160 24178 + ARHGAP11A
41276719 41300773 24054 - EPB42
72489375 72513329 23954 - SEMA7A
89342908 89366817 23909 - VPS33B
48321442 48345214 23772 - HDC
43331725 43355425 23700 + SLC28A2
22751227 22774822 23595 + SNURF
61121940 61145344 23404 + TPM1
72258862 72282245 23383 - STRA6
39388759 39412111 23352 - OIP5
77001161 77024475 23314 - CTSH
66286385 66309079 22694 - CLN6
68910944 68933552 22608 - LARP6
47700587 47723153 22566 + DTWD1
70197807 70220357 22550 + SENP8
43036194 43058718 22524 + C15orf43
43666708 43689200 22492 + PLDN
80342206 80364320 22114 + DKFZp666G057
88129130 88150938 21808 - ANPEP
50626723 50648505 21782 - ARPP-19
72687765 72709511 21746 + CLK3
43172144 43193651 21507 - DUOX2
62151815 62173260 21445 - FAM96A
46200460 46221881 21421 + SLC24A5
82945252 82966622 21370 + ZSCAN2
76586978 76608198 21220 + LOC123688
76228773 76249938 21165 + IDH3A
38167385 38188367 20982 - BMF
72861767 72882557 20790 + CSK
87972210 87992578 20368 - KIF7
39638523 39658818 20295 + TYRO3
61201084 61221312 20228 + LACTB
41884024 41904243 20219 - MFAP1
39907605 39927630 20025 + PLA2G4B
63948849 63968846 19997 + RAB11A
38367401 38387330 19929 - PLCB2
57184611 57204535 19924 + CCNB2
64416227 64436046 19819 - TIPIN
38815377 38834750 19373 - FAM82C
75692423 75711764 19341 - LINGO1
41679052 41698290 19238 - STRC
43481877 43500903 19026 + SPATA5L1
40628344 40647334 18990 + CEP27
89279536 89298326 18790 + UNC45A
41410216 41428900 18684 + ADAL
57718357 57736985 18628 - GTF2A2
88428217 88446712 18495 - IDH2
87660552 87679030 18478 - POLG
89248423 89266818 18395 + MAN2A2
41710065 41728331 18266 - CATSPER2
87221522 87239774 18252 - HAPLN3
75011170 75029300 18130 + RCN2
76343550 76361591 18041 + DNAJA4
32163517 32181345 17828 - C15orf24
72999671 73017425 17754 - COX5A
43440613 43457998 17385 - GATM
43250155 43267456 17301 - SHF
64627701 64644889 17188 - LCTL
76703690 76720642 16952 - CHRNB4
86983042 86999883 16841 + ISG20
30797593 30814158 16565 + GREM1
63196770 63213227 16457 - PDCD7
62444265 62460682 16417 - KIAA0101
37660571 37676959 16388 + THBS1
76362634 76378995 16361 - WDR61
67009918 67026202 16284 + SPESP1
36014748 36030914 16166 + TMCO5
53260805 53276523 15718 - C15orf15
62766828 62782507 15679 - OAZ2
71953020 71968606 15586 + TBC1D21
63275397 63290864 15467 - CILP
40220693 40236131 15438 - PLA2G4F
72525370 72540563 15193 - UBL7
39466844 39481934 15090 - NDUFAF1
49802553 49817608 15055 - LYSMD2
66270479 66285502 15023 - CALML4
88008601 88023595 14994 - PLIN
89212888 89227691 14803 + FURIN
63132729 63147441 14712 - RASL12
87242919 87257614 14695 - MFGE8
99639237 99652983 13746 - SNRPA1
40803053 40816709 13656 - CDAN1
38923533 38937145 13612 + SPINT1
66357194 66370693 13499 + FEM1B
82744017 82757403 13386 - KIAA1920
38484977 38498355 13378 + IVD
26297404 26310766 13362 + GOLGA8G
71779033 71792350 13317 + CD276
38894942 38908199 13257 - PPP1R14D
96304951 96318064 13113 + ARRDC4
72892243 72905148 12905 + LMAN1L
38437725 38450548 12823 + DISP2
73435185 73447994 12809 - MAN2C1
43196979 43209349 12370 - DUOXA1
88244835 88257163 12328 - C15orf38
38632590 38644544 11954 - CCDC32
32425357 32437221 11864 + NUT
87554102 87565926 11824 - RLBP1
98926956 98938673 11717 - LINS1
77390545 77402243 11698 + TMED3
79392062 79403579 11517 - STARD5
82987017 82998515 11498 - WDR73
89228712 89240010 11298 + FES
46411721 46422855 11134 + DUT
68960734 68971807 11073 - THAP10
86965592 86976516 10924 + ISG20L1
38462315 38473179 10864 + C15orf23
55786206 55797044 10838 + GRINL1A
86811687 86822499 10812 + MRPS11
32458563 32469282 10719 - GOLGA8A
99999575 100010107 10532 - TM2D3
78040289 78050698 10409 - BCL2A1
39583131 39593369 10238 - LTK
33057836 33067746 9910 - ZNF770
41264831 41274685 9854 + CCNDBP1
39008838 39018529 9691 + DLL4
39573413 39583037 9624 + ITPKA
73728402 73738021 9619 + SH3PX3
73281301 73290911 9610 + C15orf39
38973919 38983464 9545 + VPS18
88696545 88705718 9173 + ZNF774
72062613 72071688 9075 - STOML1
41440562 41449400 8838 - ZSCAN29
76619823 76628591 8768 + PSMA4
88577744 88586319 8575 + LOC390637
32438418 32446771 8353 - AGPAT7
73426462 73434639 8177 + NEIL1
72969462 72977618 8156 + MPI
86803713 86811623 7910 - MRPL46
76419749 76427622 7873 + CRABP1
72828236 72835994 7758 + CYP1A2
88027292 88034962 7670 - PEX11A
62235067 62242407 7340 - PPIB
81464407 81471362 6955 - C15orf40
42790976 42797649 6673 + B2M
88609898 88616447 6549 + NGRN
99628736 99635223 6487 - SELS
40622013 40628292 6279 - LRRC57
60322019 60328286 6267 - FLJ38723
72209997 72216196 6199 + ISLR2
98085135 98091149 6014 - LYSMD4
72798942 72804930 5988 - CYP1A1
72980360 72986232 5872 - C15orf17
73415469 73421321 5852 + COMMD4
74416201 74421871 5670 + ISL2
64578707 64584238 5531 - RPL4
32869723 32875153 5430 - ACTC1
41673545 41678874 5329 + CKMT1B
38648828 38653953 5125 + RPUSD2
32304536 32309642 5106 + TMEM85
61676648 61681671 5023 + FBXL22
40146498 40151368 4870 - PLA2G4D
81445998 81450427 4429 + FAM103A1
41852113 41856476 4363 - ELL3
32181565 32185927 4362 + PGBD4
80121182 80125416 4234 - RKHD3
87968053 87972254 4201 + C15orf42
37330210 37334340 4130 + FLJ39531
62900841 62904874 4033 - PIF1
99140073 99143917 3844 - LOC440313
73803373 73807082 3709 + ODF3L1
81002558 81006259 3701 - RPS17
88574481 88578164 3683 - CIB1
62230968 62234644 3676 + SNX22
38843576 38847203 3627 + GCHFR
61233107 61236729 3622 - RPS27L
22472107 22475578 3471 + C15orf2
82999365 83002806 3441 - NMB
36776090 36779531 3441 + FLJ35695
57696079 57699494 3415 + GCNT3
64573827 64577123 3296 - SNAPC5
63129365 63132592 3227 + OSTbeta
50189113 50192264 3151 - BCL2L10
38115534 38118681 3147 - SRP14
72253139 72256265 3126 + ISLR
39032982 39036001 3019 + CHAC1
41407267 41410183 2916 - LCMT2
43510054 43512937 2883 + C15orf48
21361913 21364685 2772 + MKRN3
67532212 67534938 2726 + RPLP1
100331375 100333992 2617 + FLJ00038
79081027 79083400 2373 + MESDC1
95127682 95129848 2166 + SPATA8
41879912 41882059 2147 + HYPK
38550504 38552645 2141 + D4ST1
46957581 46959672 2091 + EID1
78002167 78004249 2082 + C15orf37
32831970 32833981 2011 - GJA9
91550298 91552281 1983 + UNQ9370
60146493 60148395 1902 + NLF1
21481646 21483543 1897 - NDN
57286333 57287999 1666 + LDHAL6B
27347650 27349309 1659 - NDNL2
89275160 89276781 1621 - HDDC3
38952193 38953731 1538 - RHOV
32421210 32422653 1443 - NOLA3
88094110 88095545 1435 - MESP1
73718496 73719611 1115 - IMP3
58084426 58085434 1008 + FOXB1
19883836 19884787 951 + OR4N4
19869939 19870881 942 + OR4M2
100175912 100176851 939 + OR4F15
100163445 100164384 939 + OR4F6
100279867 100280785 918 - OR4F4
