START STOP SIZE STRAND GENE
6997232 7132416 135184 + STS
79737839 79871378 133539 - BRWD3
71583501 71716903 133402 - PHKA1
18767088 18900243 133155 - GPR64
69292982 69423696 130714 + KIF4A
149608051 149737665 129614 - CD99L2
9793347 9922245 128898 + WWC3
38176955 38304388 127433 + TSPAN7
63270982 63398332 127350 - MTMR8
16365780 16490432 124652 - CTPS2
110145744 110270305 124561 + PAK3
114168161 114291615 123454 - LRCH2
154283476 154406301 122825 - TMLHE
19137830 19260051 122221 - MAP3K15
53442772 53564072 121300 - HUWE1
109724618 109845138 120520 - CHRDL1
62637868 62758014 120146 - ARHGEF9
109247762 109367612 119850 - AMMECR1
110343151 110461551 118400 - DCX
19927686 20044407 116721 - RPS6KA3
135108641 135224567 115926 + GPR112
43382111 43497935 115824 - MAOB
135473232 135589023 115791 - ARHGEF6
99352786 99468297 115511 - PCDH19
18017090 18132435 115345 - SCML2
132160583 132274725 114142 - GPC4
150402661 150515777 113116 + PASD1
73424105 73536764 112659 + SLC16A2
53981613 54092712 111099 - FAM120C
19784885 19894673 109788 - MAP7D2
108422279 108531432 109153 - GUCY2F
15162582 15271113 108531 - PIR
36964818 37072736 107918 + PRRG1
137439254 137547035 107781 - FGF13
53846135 53953332 107197 - PHF8
138534025 138639967 105942 - ATP11C
37187013 37292941 105928 + LANCL3
65165683 65270249 104566 + HEPH
149407636 149512182 104546 + MTM1
117261923 117365803 103880 + WDR44
105743212 105846389 103177 + RNF128
74056127 74159153 103026 - ABCB7
101421463 101524230 102767 - NXF2
84338546 84440893 102347 - POF1B
106875604 106976566 100962 + MID2
6826696 6925925 99229 - HDHD1A
70369134 70467321 98187 + TAF1
35824709 35922844 98135 + CXorf59
80263766 80360189 96423 + SH3BGRL
37649359 37742200 92841 + SYTL5
133425392 133518033 92641 - PLAC1
108690710 108782764 92054 - ACSL4
18670535 18761833 91298 - PHKA2
43271662 43362321 90659 + MAOA
114618488 114707970 89482 + PLS3
40263811 40351037 87226 - CRSP2
47452554 47537860 85306 + ZNF81
24339615 24424883 85268 - PCYT1B
84065049 84148918 83869 + APOOL
106172855 106255689 82834 - NUP62CL
9934772 10013256 78484 + CLCN4
67650531 67728698 78167 + STARD8
118531571 118609215 77644 - SEPT6
30431196 30508381 77185 + GK
128306012 128382976 76964 - SMARCA1
152808110 152883976 75866 - MECP2
153467233 153543036 75803 - GAB3
116813657 116888735 75078 - KLHL13
128842203 128917136 74933 + BCORL1
23611132 23685691 74559 - APOO
64670531 64744813 74282 + MSN
105852063 105925520 73457 + TBC1D8B
149532414 149604136 71722 + MTMR1
37764808 37836348 71540 - SRPX
35697554 35767926 70372 + CXorf22
37967574 38036826 69252 + OTC
76888006 76957072 69066 - DKFZp564K142
24243210 24312199 68989 + PDK3
149284287 149353007 68720 + CXorf6
105661403 105728815 67412 + CXorf57
49860575 49927945 67370 + CCNB3
117643440 117710378 66938 + IL13RA1
111823875 111890188 66313 - AMOT
129062223 129128408 66185 - SUHW3
13347397 13411350 63953 + EGFL6
2663475 2727327 63852 + XG
134955199 135019028 63829 + FHL1
100160942 100224121 63179 + CENPI
107141078 107204040 62962 + ATG4A
106762604 106825162 62558 - TSC22D3
134380103 134441954 61851 + DDX26B
134793146 134854812 61666 + SLC9A6
131237713 131299253 61540 - MBNL3
138389449 138450372 60923 - MCF2
54842610 54903532 60922 - PFKFB1
63919282 63979357 60075 - KIAA1166
23929464 23989474 60010 + ZFX
140651621 140711138 59517 + MAGEC3
23112751 23172076 59325 + PTCHD1
134145239 134203477 58238 - ZNF75
37884818 37942896 58078 - RPGR
17940709 17998660 57951 - CXorf20
103150043 103207853 57810 - MCART6
69447839 69505554 57715 + DLG3
154070159 154127661 57502 - CLIC2
99735633 99792643 57010 - SYTL4
16564216 16619953 55737 + CXorf15
15278608 15334308 55700 + BMX
133232861 133288341 55480 + PHF6
118314904 118370313 55409 + SLC25A43
77334275 77389232 54957 - CYSLTR1
21718498 21772611 54113 + SMS
2740223 2794094 53871 + GYG2
122719582 122773357 53775 + BIRC4
119174387 119227170 52783 - FAM70A
130882861 130935506 52645 + MST4
56142352 56194675 52323 + KLF8
128399786 128452063 52277 + OCRL
21483747 21535887 52140 - SMPX
106116513 106168179 51666 - RBM41
153863504 153915052 51548 + BRCC3
130936557 130987583 51026 - FRMD7
54354909 54405620 50711 - FGD1
19694032 19744081 50049 - CXorf23
111680024 111729427 49403 - LHFPL1
119442379 119491531 49152 - CUL4B
54658636 54707694 49058 - ITIH5L
53145079 53193817 48738 - IQSEC2
53284090 53332639 48549 - SMC1A
14651219 14699113 47894 + MOSPD2
133666743 133714136 47393 + FAM122C
47188516 47235511 46995 - SYN1
152322426 152369234 46808 + ATP2B3
37301324 37347594 46270 + XK
39666840 39712880 46040 - BCOR
2978213 3024108 45895 + ARSF
128924439 128970001 45562 - ELF4
46452628 46498043 45415 + RP2
146768394 146813726 45332 + FMR1NB
105990113 106034618 44505 - MORC4
46986235 47029648 43413 + ZNF157
117890462 117933829 43367 + LONRF3
21617410 21660530 43120 + MBTPS2
70535953 70578761 42808 + OGT
100070692 100113215 42523 - CXorf34
46760884 46802465 41581 + RBM10
16497411 16538990 41579 + SYAP1
55627199 55668227 41028 + RRAGB
100281129 100322062 40933 + DRP2
9503189 9543653 40464 - GPR143
133319776 133360216 40440 + HPRT1
15338812 15378794 39982 - ACE2
23765619 23804960 39341 - KLHL15
146699054 146738157 39103 + FMR1
128664449 128703408 38959 - ZDHHC9
15123375 15162234 38859 - FIGF
44777820 44816400 38580 - CXorf36
119346562 119385043 38481 - LAMP2
151670078 151708475 38397 + NSDHL
92735349 92773406 38057 + RP1-32F7.2
15405107 15442811 37704 - TMEM27
106256006 106293617 37611 + CXorf41
109468429 109505706 37277 + RGAG1
100410586 100447327 36741 - BTK
128988871 129025343 36472 - AIFM1
47062657 47098599 35942 - ZNF41
48535735 48571141 35406 - OTUD5
148383869 148419229 35360 - TMEM185A
3219970 3255235 35265 - MXRA5
70581281 70616454 35173 + ACRC
13512536 13547127 34591 + OFD1
153044997 153079545 34548 + TKTL1
71207527 71241879 34352 - FLJ20105
107094344 107128558 34214 + VSIG1
67501906 67535321 33415 + YIPF6
37395536 37428931 33395 + CYBB
129199581 129232870 33289 + SLC25A14
53104473 53137625 33152 - JARID1C
69136338 69169192 32854 + IGBP1
12569187 12601996 32809 + PRPS2
15568251 15601037 32786 + ZRSR2
138338414 138371137 32723 + F9
18417466 18449886 32420 - RS1
15061283 15093384 32101 - ASB11
101781798 101813513 31715 + BHLHB9
129917750 129949388 31638 + FLJ30058
23685779 23717281 31502 + CXorf58
99904458 99935479 31021 - NOX1
74276981 74307453 30472 + UPRT
34404838 34435062 30224 - TMEM47
15901080 15931297 30217 + GRPR
153818767 153848894 30127 + FUNDC2
14621185 14650848 29663 - FANCB
2846212 2875672 29460 - ARSE
15603585 15632757 29172 - AP1S2
47590503 47619631 29128 - ZNF182
148473332 148502361 29029 - MAGEA11
52961526 52990263 28737 + GPR173
48586381 48614923 28542 - GRIPAP1
152588469 152616850 28381 - PDZD4
48817894 48846204 28310 - CACNA1F
41062940 41091217 28277 + NYX
69180356 69208574 28218 + DGAT2L6
84305235 84333072 27837 + ZNF711
133747181 133774817 27636 - MOSPD1
46063014 46090327 27313 + ZNF673
68508098 68535370 27272 + TMEM28
133629116 133656230 27114 - FAM122B
99705369 99732435 27066 + SRPX2
123205728 123232540 26812 + SH2D1A
153570671 153597467 26796 - MPP1
70147731 70174070 26339 + NLGN3
15021767 15047840 26073 - ASB9
153097811 153123776 25965 - FLNA
118455382 118481246 25864 - CXorf56
48688548 48714308 25760 - WDR45
16622433 16648114 25681 - RBBP7
40196446 40222125 25679 + ATP6AP2
100893229 100918694 25465 - NXF5
110294475 110319896 25421 - CAPN6
134591733 134617038 25305 + CT45-4
79482109 79506955 24846 + FAM46D
115379671 115404505 24834 + SLC6A14
103217445 103242270 24825 + CXorf39
100329386 100354190 24804 - TAF7L
118811817 118836559 24742 + AKAP14
43564279 43589004 24725 - NDP
135339830 135364483 24653 + VGLL1
46189445 46214091 24646 + CHST7
153019778 153044285 24507 - CXorf2
73593066 73617464 24398 - RNF12
152486798 152510734 23936 - BCAP31
128765693 128789262 23569 + UTP14A
154008253 154031800 23547 + VBP1
49537191 49560557 23366 + CLCN5
48416735 48439629 22894 + HDAC6
77165913 77188467 22554 + PGK1
106677903 106700400 22497 + PRPS1
13490017 13512384 22367 - TRAPPC2
64515488 64537688 22200 - LAS1L
2818592 2840753 22161 - ARSD
54918512 54940432 21920 - ALAS2
12644862 12666567 21705 + TLR7
13786054 13807668 21614 - GEMIN8
150792164 150813719 21555 - GABRE
48154406 48175876 21470 + TBC1D25
46809548 46830780 21232 + UBE1
100030857 100051846 20989 + ARL13A
99881528 99902066 20538 + CSTF2
13466997 13487419 20422 + RAB9A
65598503 65618894 20391 - EDA2R
119277848 119298104 20256 + ATP1B4
152511182 152531028 19846 + ABCD1
102560826 102580562 19736 - RAB40A
134701304 134720739 19435 + SAGE1
44139158 44158470 19312 - FUNDC1
56885825 56904963 19138 - SPIN3
118749870 118768850 18980 - UPF3B
30336597 30355571 18974 - CXorf21
23445301 23464171 18870 + PRDX4
152693677 152712545 18868 - ARHGAP4
118840905 118859617 18712 - NKAP
134204240 134222858 18618 + ZNF449
65024600 65042906 18306 - VSIG4
148274422 148292552 18130 - IDS
55052555 55070630 18075 - FAM104B
114347300 114365101 17801 + LUZP4
48882687 48900448 17761 + PPP1R3F
40245297 40263031 17734 - CXorf38
11535934 11553527 17593 + MSL3L1
71147054 71164620 17566 + FLJ44635
70286487 70304037 17550 + NONO
17515248 17532761 17513 + SCML1
118504188 118521695 17507 - NKRF
100140007 100157498 17491 + TMEM35
19902294 19919616 17322 - EIF1AX
102136896 102154167 17271 - NXF3
153339765 153356964 17199 + IKBKG
152733854 152751024 17170 - HCFC1
40948904 40965695 16791 + DDX3X
78006973 78023582 16609 + P2RY10
49057377 49073953 16576 + GAGE1
12684414 12700943 16529 + TLR8
71184546 71200961 16415 + PIN4
84153444 84169591 16147 - SATL1
15097236 15113302 16066 - PIGA
19121707 19137622 15915 + PDHA1
153323309 153339173 15864 - G6PD
102837898 102853690 15792 + PLP1
130133018 130148790 15772 - IGSF1
103023349 103039071 15722 + MGC39900
99974580 99990043 15463 - XKRX
46848567 46863981 15414 + USP11
153250326 153265688 15362 + PLXNA3
134015982 134031271 15289 - CXorf48
128639494 128654709 15215 + CXorf9
151477204 151492393 15189 + GABRQ
131062587 131077724 15137 - RAP2C
47251173 47266274 15101 - ELK1
152550557 152565642 15085 + PLXNB3
99645974 99661022 15048 + TNMD
27585763 27600788 15025 + MAGEB10
48848381 48863351 14970 + CCDC22
70242494 70257444 14950 - ZMYM3
135305190 135320009 14819 + HTATSF1
153554853 153569664 14811 + DKC1
152930586 152945358 14772 + OPN1LW
48642489 48657239 14750 - TFE3
46694225 46708966 14741 + RGN
152281257 152295851 14594 + BGN
152648233 152662158 13925 - L1CAM
48863780 48877659 13879 - FOXP3
114061519 114075187 13668 - IL13RA2
69271222 69284711 13489 + ARR3
153006131 153019496 13365 + OPN1MW
67831851 67845023 13172 + EFNB1
129031307 129044378 13071 + RAB33A
47723341 47736323 12982 + SSX6
48800635 48813032 12397 - SYP
48311380 48323651 12271 + SUV39H1
135455855 135468068 12213 + CD40LG
47871050 47883133 12083 + SSX1
134769750 134781654 11904 - TMEM32
48123624 48135456 11832 + PORCN
46833885 46845646 11761 + PCTK1
10889108 10900858 11750 + HCCS
24781948 24793511 11563 - ARX
102637303 102648588 11285 + TCEAL4
152374231 152385428 11197 - FAM58A
102736577 102747741 11164 - MORF4L2
48672764 48683758 10994 + CCDC120
48788276 48799147 10871 - LMO6
52556131 52566971 10840 - SSX7
52535198 52546019 10821 + SSX8
150573785 150584604 10819 + CNGA2
47176760 47187553 10793 + ARAF
47911138 47921929 10791 - SSX9
54830269 54840883 10614 + TRO
8568571 8579160 10589 - FAM9A
47801909 47812453 10544 - SSX5
105969778 105980236 10458 + CLDN2
152759087 152769487 10400 + CXorf12
52663328 52673638 10310 + SSX2
47962116 47972396 10280 - SSX3
49658446 49668700 10254 - AKAP4
69426011 69436251 10240 + GDPD2
48090802 48101006 10204 + FTSJ1
153160723 153170908 10185 + TAZ
100458941 100469096 10155 - GLA
118490380 118500259 9879 + UBE2A
153298209 153308077 9868 - FAM3A
48017777 48027598 9821 - SSX4
134572704 134582507 9803 + CT45-1
138763404 138773199 9795 - LOC347487
48726594 48736328 9734 - GPKOW
52810882 52820604 9722 + TMEM29
153853605 153863243 9638 - MTCP1
48574886 48584499 9613 - KCND1
128504860 128514449 9589 - APLN
79083886 79093413 9527 + TBX22
152721569 152731079 9510 - RENBP
142520575 142530036 9461 - SPANXN2
69043412 69052809 9397 - DGAT2L4
152796808 152806189 9381 - IRAK1
144033893 144043178 9285 + SPANXN1
8802771 8811904 9133 - FAM9B
150755276 150764208 8932 + MAGEA4
108585154 108594058 8904 + NXT2
12813488 12822378 8890 - FAM9C
152428834 152437623 8789 + DUSP9
51469733 51478484 8751 + MAGED1
152572067 152580814 8747 - IDH3G
37454305 37463048 8743 - DYNLT3
142322084 142330823 8739 - SPANXN3
152474238 152482887 8649 + SLC6A8
48516706 48525165 8459 - SLC35A2
119519716 119528120 8404 + MCTS1
30021504 30029812 8308 + MAGEB1
49155305 49163603 8298 - PAGE1
41304512 41312780 8268 + GPR34
141839320 141847552 8232 + SPANXN4
119812682 119820872 8190 - CT47.11
118152144 118160310 8166 + PGRMC1
134654216 134662255 8039 - CT45-2
134609007 134617038 8031 + CT45-3
134688734 134696764 8030 - CT45-6
134671484 134679514 8030 - CT45-5
144604895 144612904 8009 + SLITRK2
99689939 99697939 8000 - TSPAN6
153150425 153158422 7997 - DNASE1L1
100943407 100951338 7931 - ZMAT1
80175344 80183261 7917 - NSBP1
48401209 48408964 7755 + GATA1
71136519 71144233 7714 + LOC340527
48212154 48219828 7674 + WDR13
119166488 119174133 7645 + ZBTB33
110730557 110738169 7612 + ALG13
48298458 48306065 7607 + WAS
87808400 87815924 7524 + CPXCR1
51760954 51768400 7446 + MAGED4
70063808 70071252 7444 - SNX12
54909800 54917232 7432 + APEX2
107133581 107140993 7412 - PSMD10
47267449 47274814 7365 - UXT
11071189 11078538 7349 + AMELX
72450110 72457442 7332 + CDX4
49057342 49064668 7326 + GAGE2
49028690 49036016 7326 + GAGE6
135681138 135688459 7321 - RBMX
102886095 102893303 7208 - RAB9B
150555075 150562230 7155 + FATE1
142441463 142448539 7076 - SLITRK4
30008209 30015264 7055 + MAGEB3
54718513 54725466 6953 + MAGED2
53332859 53339797 6938 + RIBC1
78422027 78428949 6922 - ITM2A
48136510 48143356 6846 + EBP
119024906 119031729 6823 - OTEX
52213374 52220117 6743 - XAGE2
51065899 51072495 6596 - NUDT11
153236211 153242700 6489 + FAM50A
55167870 55174300 6430 - PAGE3
148770983 148777284 6301 - CXorf40B
151547311 151553606 6295 - CSAG3A
151573795 151580085 6290 + CSAG1
154051229 154057441 6212 - RAB39B
52994582 53000742 6160 + TSPYL2
52724248 52730343 6095 + XAGE5
47239878 47245958 6080 - CFP
76961105 76967026 5921 + COX7B
136373865 136379777 5912 + ZIC3
71874883 71880719 5836 - DMRTC1
100469427 100475263 5836 + HNRPH2
50486819 50492643 5824 + BMP15
48526708 48532532 5824 - PIM2
148569255 148575058 5803 + MAGEA9
57501289 57506929 5640 + ZXDB
149822336 149827902 5566 + HMGB3
52774578 52780120 5542 - XAGE3
140717199 140722702 5503 + MAGEC1
69928452 69933951 5499 - SLC7A3
119074348 119079815 5467 + PEPP-2
47742856 47748249 5393 + SPACA5
101773484 101778805 5321 + GPRASP2
50908118 50913411 5293 + NUDT10
71304522 71309811 5289 - CITED1
75175468 75180732 5264 + CXorf26
118702350 118707488 5138 - RPL39
52424074 52429210 5136 - XAGE1
152716223 152721315 5092 - ARD1A
100452088 100457068 4980 + RPL36A
101660302 101665228 4926 + ARMCX5
30082242 30087149 4907 - NR0B1
118787615 118792500 4885 + NDUFA1
48511783 48516667 4884 + PQBP1
54349873 54354749 4876 + TSR2
103300864 103305733 4869 - ESX1
150015692 150020505 4813 + GPR50
100684264 100688976 4712 + ARMCX3
101714820 101719525 4705 + GPRASP1
48506979 48511674 4695 - TIMM17B
71275474 71280162 4688 - RPS4X
152567356 152572033 4677 + SRPK3
49296939 49301604 4665 + PAGE4
148668507 148673120 4613 + MAGEA8
68163718 68168301 4583 - PJA1
100716415 100720980 4565 - ARMCX2
48776613 48781177 4564 + FLJ21687
151965722 151970284 4562 - MAGEA1
29993336 29997861 4525 + MAGEB2
16427937 16432448 4511 + S100G
135295644 135300118 4474 + BRS3
48445755 48450209 4454 - PCSK1N
119541415 119545823 4408 - C1GALT1C1
47198084 47202441 4357 + TIMP1
105083341 105087530 4189 - SERPINA7
100611658 100615818 4160 + ARMCX1
70110279 70114424 4145 - IL2RG
150973477 150977593 4116 - MAGEA10
62350128 62354232 4104 - LOC139886
41339661 41343703 4042 + GPR82
90495741 90499727 3986 + PABPC5
151588955 151592932 3977 - MAGEA2
48189089 48193058 3969 + RBM3
153147564 153151527 3963 + RPL10
151895442 151899390 3948 + PNMA3
107781856 107785784 3928 - IRS4
150953096 150957012 3916 - MAGEA5
69288981 69292893 3912 - PDZD11
151569866 151573740 3874 - MAGEA12
152580940 152584800 3860 + SSR4
115113884 115117702 3818 + AGTR2
54998517 55002281 3764 + PAGE2
55129811 55133561 3750 + PAGE5
75430816 75434444 3628 + MAGEE1
151605220 151608808 3588 - MAGEA3
70304648 70308225 3577 + ITGB1BP2
151537812 151541382 3570 + MAGEA6
125408903 125412369 3466 - WDR40B
151666440 151669869 3429 - CETN2
51775998 51779394 3396 + LOC401589
151827938 151831326 3388 - PNMA5
153279351 153282699 3348 - SLC10A3
56473092 56476398 3306 + UBQLN2
36786126 36789396 3270 + FAM47C
77717710 77720970 3260 - ZCCHC5
150537346 150540581 3235 + PRRG3
25970213 25973420 3207 + MAGEB6
102334763 102337945 3182 - TCEAL5
48784643 48787808 3165 + PLP2
117739668 117742812 3144 + ZCCHC12
102771981 102775105 3124 + TMEM31
53341230 53344341 3111 - HSD17B10
101574755 101577818 3063 - TMSL8
100406794 100409832 3038 - TIMM8A
23560960 23563982 3022 + SAT1
141015649 141018596 2947 - MAGEC2
100676254 100679136 2882 - ARMCX6
153275761 153278636 2875 - UBL4A
118384290 118387161 2871 + SLC25A5
57817218 57820088 2870 - ZXDA
48685066 48687911 2845 - PRAF2
21433265 21436105 2840 - KLHL34
46757872 46760691 2819 - NDUFB11
131885026 131887820 2794 - USP26
92732076 92734753 2677 - NAP1L3
38419290 38421914 2624 + MID1IP1
70618787 70621388 2601 - CXCR3
151911433 151913970 2537 + PNMA6A
103071864 103074401 2537 - H2BFWT
72215175 72217705 2530 - NAP1L2
51319562 51322065 2503 + GSPT2
144614473 144616914 2441 + CXorf1
25916119 25918509 2390 + MAGEB18
101214829 101217174 2345 - NGFRAP1L1
17577827 17580164 2337 - RAI2
119906996 119909329 2333 + GLUD2
77816445 77818733 2288 + GPR23
152691216 152693487 2271 + AVPR2
74785843 74788092 2249 - MAGEE2
72080136 72082372 2236 - LOC340529
102689792 102692019 2227 + TCEAL1
102314068 102316266 2198 - TCEAL8
30019825 30021963 2138 + MAGEB4
55396257 55398393 2136 - USP51
12752883 12755002 2119 + TMSB4X
22777743 22779861 2118 + DDX53
34720587 34722691 2104 + FAM47B
153128633 153130728 2095 + EMD
102391309 102393396 2087 + TCEAL7
139310671 139312745 2074 - SOX3
101186804 101188828 2024 + TCEAL2
102668978 102670999 2021 + TCEAL3
102417524 102419540 2016 + WBP5
57045104 57047079 1975 - SPIN2A
70226096 70228065 1969 + GJB1
52708204 52710162 1958 - SPANXN5
55532853 55534778 1925 + FOXR2
50982802 50984723 1921 + LOC340602
57029136 57031000 1864 - SPIN2B
102437412 102439144 1732 + NGFRAP1
154250279 154251980 1701 - F8A1
69065361 69067050 1689 + OTUD6A
132076216 132077896 1680 - TFDP3
8242606 8244280 1674 + VCX-C
102370419 102372090 1671 - BEX2
153409569 153411224 1655 - CTAG1B
153443955 153445546 1591 - CTAG2
95945051 95946593 1542 + RPA4
135837826 135839353 1527 - GPR101
22050716 22052231 1515 + ZNF645
102123732 102125244 1512 - BEX1
107030238 107031745 1507 - TEX13B
6311395 6312895 1500 - VCX3A
153269818 153271300 1482 - LAGE3
82569445 82570920 1475 + POU3F4
108673073 108674538 1465 - KCNE1L
55361558 55363019 1461 + MAGEH1
126910479 126911912 1433 - ACTRT1
69261247 69262675 1428 - P2RY4
63227096 63228524 1428 - ASB12
125024048 125025469 1421 - WDR40C
139995452 139996830 1378 - LDOC1
118786319 118787672 1353 - RNF113A
7947720 7949044 1324 - VCX2
139590944 139592243 1299 - CDR1
115404733 115406019 1286 - LOC203413
48443531 48444797 1266 + ERAS
78232613 78233871 1258 + GPR174
142692692 142693875 1183 + UBE2NL
21634259 21635378 1119 + YY2
139822280 139823395 1115 + SPANXB1
140511088 140512175 1087 - SPANXE
140403354 140404419 1065 + SPANXA2
140061116 140062166 1050 - SPANXC
129243948 129244956 1008 - GPR119
151598301 151599298 997 + CSAG2
7620954 7621919 965 + VCX
88983084 88984025 941 + TGIF2LX
130403582 130404509 927 + OR13H1
44459503 44460386 883 + DUSP21
73307045 73307885 840 + ZCCHC13
30849014 30849827 813 - FTHL17
154252785 154253300 515 - H2AFB3
