START STOP SIZE STRAND GENE
41630417 41672177 41760 - ZNF566
39611107 39652637 41530 + SAE2
53403324 53444734 41410 - CARD8
15131444 15172792 41348 - NOTCH3
18964176 19005308 41132 - SFRS14
42921042 42962040 40998 - ZNF573
1560294 1601277 40983 - TCF3
47532797 47573778 40981 + MEGF8
61151009 61191807 40798 + NLRP8
4353659 4394394 40735 + CHAF1A
54961991 55002181 40190 + AP2A1
4311367 4351471 40104 - SH3GL1
55084722 55124574 39852 - IL4I1
660001 699328 39327 + PALM
38013261 38052512 39251 - SLC7A9
256574 295791 39217 - MIER2
15351858 15390833 38975 - AKAP8L
14405165 14443678 38513 + PKN1
21265802 21304052 38250 - ZNF708
20995336 21033493 38157 + ZNF430
10625987 10664095 38108 + ILF3
50150477 50188438 37961 + CLPTM1
13864992 13902691 37699 + CC2D1A
61643019 61680555 37536 - ZNF667
58260991 58298488 37497 - ZNF160
16169730 16207149 37419 + AP1M1
22027188 22064561 37373 + ZNF257
17723335 17760363 37028 + FCHO1
57385045 57421482 36437 + PPP2R1A
12810347 12846765 36418 + MAST1
14501381 14537791 36410 + GPSN2
42689680 42726073 36393 + ZNF793
2340783 2377086 36303 + TMPRSS9
18803787 18840038 36251 + UPF1
23333882 23370089 36207 - ZNF91
5538009 5573762 35753 - SAFB2
17442299 17477977 35678 + SLC27A1
54484705 54520286 35581 - SLC6A16
19188761 19224040 35279 + NCAN
39547908 39583076 35168 + GPI
43518297 43553422 35125 + C19orf15
12547645 12582595 34950 - ZNF490
60169582 60204315 34733 + NLRP2
63432642 63467270 34628 + ZNF544
7801242 7835861 34619 + EVI5L
44123881 44158220 34339 - FBXO17
19872786 19906766 33980 + ZNF93
23627811 23661780 33969 - ZNF675
61290543 61324461 33918 - ZNF787
51134630 51168497 33867 - NOVA2
4041321 4075126 33805 - MAP2K2
55579407 55613082 33675 + POLD1
18608837 18642302 33465 + KLHL26
52544385 52577795 33410 + DHX34
55628003 55661389 33386 + MYBPC2
1766246 1799450 33204 - REXO1
50041473 50074034 32561 + PVRL2
48739303 48771555 32252 - XRCC1
41872141 41904063 31922 + ZNF567
50234137 50266054 31917 + SFRS16
41519001 41550713 31712 - ZFP14
10014158 10045811 31653 + LOC388503
54314474 54346090 31616 + PPFIA3
53527427 53558998 31571 - TMEM143
54032166 54063670 31504 - PLEKHA4
2948636 2980022 31386 - TLE2
44628163 44659146 30983 + SUPT5H
58357490 58388415 30925 - ZNF665
56990222 57021146 30924 + FPRL2
14661869 14692772 30903 + ZNF333
11267823 11298672 30849 + TSPAN16
58988668 59019405 30737 - NLRP12
53189742 53220217 30475 + ELSPBP1
8551125 8581588 30463 - ADAMTS10
17495109 17525454 30345 + FAM129C
3958748 3989066 30318 + PIAS4
43770120 43800404 30284 - MAP4K1
1936446 1966702 30256 - BTBD2
59107882 59138080 30198 + CACNG7
1733075 1763270 30195 - ATP8B3
49522545 49552666 30121 - ZNF228
50804499 50834509 30010 - EML2
10322208 10352211 30003 - TYK2
48584602 48614588 29986 + TEX101
60911609 60941580 29971 - NLRP9
4423254 4453220 29966 + HDGF2
21371774 21401628 29854 + ZNF493
61055198 61085030 29832 + NLRP4
42517419 42547195 29776 + HKR1
52908501 52938202 29701 + EHD2
11423142 11452803 29661 - ELAVL3
41820122 41849579 29457 - GIOT-1
4789345 4818676 29331 - M6PRBP1
42033106 42062313 29207 + ZNF345
41727133 41756030 28897 - ZNF529
61798503 61827354 28851 + ZNF71
2379164 2407958 28794 - LMNB2
57492262 57520984 28722 + ZNF480
2705711 2734354 28643 - SGTA
60487345 60515713 28368 + BRSK1
5642844 5671176 28332 - LONP1
62015614 62043876 28262 - PEG3
1358583 1386683 28100 + DAZAP1
2736505 2764598 28093 + THOP1
14554895 14582956 28061 + FLJ45910
43447041 43474948 27907 + SPINT2
16632937 16660814 27877 + TMEM38A
62394680 62422337 27657 + ZNF264
47162575 47190222 27647 - ATP1A3
52682702 52710309 27607 - NAPA
18840353 18867953 27600 - LASS1
18840353 18867953 27600 - GDF1
7505074 7532647 27573 + PNPLA6
3087229 3114741 27512 + GNA15
17527510 17554965 27455 + GLT25D1
20897933 20925341 27408 + ZNF85
18031370 18058697 27327 - IL12RB1
45518812 45546133 27321 - C19orf47
14353265 14380533 27268 + CD97
540892 568157 27265 + HCN2
46595543 46622749 27206 + BCKDHA
46189043 46216141 27098 + CYP2B6
53365760 53392691 26931 + LOC374920
3045529 3072452 26923 + GNA11
51914609 51941527 26918 - STRN4
6257724 6284562 26838 - ASAH3
41574700 41601390 26690 - ZNF545
60294094 60320739 26645 - PPP1R12C
44266784 44293318 26534 + FLJ16165
11859669 11886130 26461 + ZNF69
9620352 9646734 26382 - ZNF562
15325335 15351603 26268 - AKAP8
12134918 12161063 26145 + ZNF136
40183085 40209213 26128 + GRAMD1A
12497184 12523288 26104 - ZNF564
16048324 16074408 26084 + TPM4
40223249 40249315 26066 + HPN
14063508 14089559 26051 - PRKACA
57807442 57833450 26008 - ZNF83
59412548 59438461 25913 - LILRB3
47597505 47623418 25913 - LIPE
41008696 41034579 25883 - NPHS1
17323263 17349137 25874 - PLVAP
17021572 17047343 25771 - NY-SAR-48
42367563 42393291 25728 - ZNF585B
8384186 8409897 25711 + MARCH2
11896899 11922577 25678 + ZNF700
57899283 57924947 25664 - ZNF611
57309465 57335003 25538 - ZNF616
59077278 59102713 25435 + PRKCG
50574738 50600129 25391 - PPP1R13L
58163316 58188596 25280 - ZNF702
818961 844218 25257 - THRAP5
2022036 2047269 25233 - MOBKL2A
54163194 54188361 25167 - GYS1
45889273 45914440 25167 - ADCK4
58302944 58327957 25013 - ZNF415
16468223 16493160 24937 + C19orf44
52215982 52240856 24874 + NPAS1
54750781 54775615 24834 - NOSIP
49408530 49433261 24731 + ZNF227
49671700 49696395 24695 - ZNF180
60216888 60241444 24556 - GP6
16489705 16514248 24543 - CHERP
19005470 19029978 24508 + ARMC6
42850489 42874992 24503 - ZNF781
63329508 63353957 24449 - ZNF329
47079106 47103443 24337 + ARHGEF1
992244 1016571 24327 + ABCA7
48842087 48866342 24255 - PLAUR
57992472 58016697 24225 - ZNF28
15644917 15668984 24067 + CYP4F12
60126688 60150679 23991 - NLRP7
45864436 45888374 23938 - NUMBL
3728967 3752810 23843 - MATK
45389490 45413314 23824 + MAP3K10
45914847 45938603 23756 + ITPKC
13854167 13877909 23742 - C19orf57
3136874 3160572 23698 + NCLN
54008085 54031746 23661 - HSD17B14
54934822 54958327 23505 - TSKS
18181514 18205015 23501 - PDE4C
1306009 1329427 23418 + MUM1
42879115 42902531 23416 - ZNF607
54280276 54303681 23405 + SNRP70
41788060 41811338 23278 + ZNF382
11477744 11500930 23186 - ECSIT
46528490 46551656 23166 - TGFB1
57464635 57487788 23153 + ZNF766
59235898 59259019 23121 - VSTM1
1401147 1424243 23096 + APC2
12671014 12694078 23064 - TNPO2
9112072 9135082 23010 + ZNF317
9384271 9407234 22963 - ZNF266
42815228 42838153 22925 - ZFP30
13090108 13112958 22850 + BTBD14B
55221023 55243841 22818 + ZNF473
49972987 49995731 22744 + CBLC
14921990 14944730 22740 - SLC1A6
55101893 55124598 22705 - NUP62
19682281 19704921 22640 - ZNF14
1156797 1179434 22637 + STK11
42332840 42355455 22615 - ZNF585A
54886218 54908800 22582 + CPT1C
57959275 57981828 22553 - ZNF600
57159406 57181891 22485 - ZNF350
54095852 54118337 22485 + NUCB1
11455245 11477654 22409 - ZNF653
3679373 3701682 22309 + TJP3
15884180 15906326 22146 - CYP4F11
17843781 17865897 22116 + SLC5A5
54188967 54210994 22027 + RUVBL2
4198107 4220083 21976 + CCDC94
16083489 16105443 21954 + RAB8A
54535668 54557526 21858 - TEAD2
17797960 17819800 21840 - JAK3
39587142 39608910 21768 + PDCD2L
14003261 14025026 21765 + IL27RA
40474877 40496547 21670 + MAG
11569326 11590974 21648 + ZNF627
3996216 4017816 21600 - ZBTB7A
50407718 50429309 21591 - EXOC3L2
57540493 57561923 21430 + ZNF610
59618446 59639864 21418 + TTYH1
56540220 56561484 21264 - ETFB
44061041 44082201 21160 - SIRT2
47703298 47724438 21140 - CEACAM1
61711023 61732079 21056 + ZNF471
12435742 12456632 20890 - ZNF709
40900760 40921619 20859 + MLL4
61607529 61628212 20683 + ZNF583
60857227 60877893 20666 + U2AF2
1856372 1877011 20639 + SCAMP4
16523583 16544193 20610 - SLC35E1
63237245 63257811 20566 + ZSCAN1
60878403 60898944 20541 + EPN1
57592932 57613468 20536 + ZNF528
48702711 48723236 20525 - ETHE1
12618321 12638828 20507 - MAN2B1
45194868 45215354 20486 + ZNF546
59187353 59207730 20377 + CACNG6
59820440 59840814 20374 + LILRB1
53915653 53935782 20129 - RASIP1
15849833 15869884 20051 - CYP4F2
18871322 18891199 19877 - COPE
59158105 59177951 19846 + CACNG8
41217726 41237504 19778 - THAP8
6391074 6410781 19707 - SLC25A23
61344367 61364073 19706 + ZNF444
58334459 58354096 19637 - ZNF347
49839065 49858689 19624 + PVR
50990808 51010417 19609 - RSHL1
45591514 45611111 19597 - PRX
9295927 9315519 19592 + ZNF559
50702527 50722078 19551 + VASP
58430449 58449923 19474 - ZNF677
1018173 1037627 19454 + HMHA1
49309380 49328824 19444 + ZNF225
4104628 4124048 19420 + CREB3L3
40431398 40450705 19307 + LSR
9334695 9353864 19169 + ZNF177
4255690 4274838 19148 + FSD1
58033597 58052714 19117 - ZNF468
47394591 47413653 19062 - DEDD2
10597228 10616232 19004 + SLC44A2
50546685 50565669 18984 - ERCC2
12582752 12601676 18924 + ZNF791
9537291 9556209 18918 - ZNF121
45557388 45576229 18841 + PLD3
19091430 19110267 18837 - TMEM161A
47917638 47936463 18825 - PSG3
48203648 48222471 18823 - PSG11
48363735 48382492 18757 - PSG5
55013357 55032049 18692 + MED25
63053080 63071765 18685 + ZNF587
48927587 48946239 18652 - FLJ12886
49482439 49501010 18571 - ZNF235
56806997 56825530 18533 - SIGLEC5
56766342 56784802 18460 + ZNF175
48260201 48278644 18443 - PSG2
14449571 14467944 18373 - GIPC1
57122499 57140817 18318 + ZNF613
41197402 41215615 18213 - CLIP3
40109723 40127909 18186 + ZNF30
40511951 40530102 18151 + CD22
60465410 60483540 18130 - HSPBP1
59333260 59351239 17979 + CNOT3
45645540 45663517 17977 - BLVRB
17766948 17784890 17942 + B3GNT3
45976791 45994682 17891 + RAB4B
43801576 43819433 17857 + EIF3S12
61742128 61759981 17853 + ZFP28
54076033 54093750 17717 - TULP2
2928561 2946176 17615 + TLE6
2851963 2869472 17509 + ZNF57
48818361 48835831 17470 - CADM4
38979606 38996984 17378 + KCTD15
54648324 54665657 17333 + ALDH16A1
18228907 18246235 17328 - KIAA1683
18125015 18142343 17328 + PIK3R2
10287890 10305195 17305 - RAVER1
10457795 10475054 17259 - KEAP1
43591537 43608785 17248 - RASGRP4
42409205 42426414 17209 + ZNF383
38391410 38408548 17138 - SLC7A10
16450887 16468003 17116 - CALR3
14091342 14108429 17087 - ASF1B
63482129 63499066 16937 + ZNF8
7897603 7914538 16935 - TIMM44
19617008 19633925 16917 - ATP13A1
57186399 57203270 16871 - ZNF615
60053740 60070482 16742 + KIR3DL2
847502 864200 16698 - C19orf22
10424636 10441306 16670 + PDE4A
57066361 57083009 16648 - ZNF577
46951340 46967953 16613 + CEACAM6
59368920 59385478 16558 - LENG4
4294575 4311074 16499 + MPND
49337617 49354114 16497 + ZNF234
49147236 49163701 16465 + ZNF221
50501511 50517974 16463 - CKM
40679962 40696394 16432 - DMKN
52598193 52614597 16404 - MEIS3
20619834 20636217 16383 - ZNF626
60336008 60352386 16378 - TNNT1
43997909 44014278 16369 - ECH1
568224 584530 16306 - POLRMT
59310648 59326952 16304 + PRPF31
60077360 60093651 16291 + FCAR
12321184 12337447 16263 - ZNF442
42651821 42668082 16261 + ZNF570
48449277 48465520 16243 - PSG9
18278717 18294958 16241 - LSM4
53466465 53482675 16210 + ZNF114
55245657 55261862 16205 + FLJ26850
12289305 12305502 16197 - ZNF563
63161618 63177714 16096 - C19orf18
55817047 55833114 16067 - SYT3
62566702 62582735 16033 + ZNF547
54722686 54738701 16015 + RCN3
53990131 54006113 15982 - BCAT2
49248003 49263982 15979 + ZNF223
1527677 1543652 15975 - MBD3
49581647 49597605 15958 - ZNF285A
4493599 4509503 15904 - SEMA6B
60275199 60291102 15903 + EPS8L1
60035985 60051836 15851 + KIR2DS4
57084300 57100059 15759 - ZNF649
53065681 53081405 15724 - SULT2A1
598527 614227 15700 - RNF126
44097746 44113376 15630 - SARS2
2770916 2786469 15553 + ZNF554
11407268 11422783 15515 + PRKCSH
10242778 10258291 15513 + ICAM1
23717999 23733479 15480 - ZNF681
58122196 58137650 15454 - MGC35402
57228489 57243885 15396 - ZNF432
11738906 11754301 15395 + ZNF441
49455915 49471308 15393 + ZNF233
3473953 3489325 15372 + FZR1
13719752 13735106 15354 + CCDC130
18391135 18406459 15324 + SSBP4
63530196 63545507 15311 + ZSCAN22
6703174 6718480 15306 - SH2D3A
50358026 50373325 15299 - TRAPPC6A
11296093 11311321 15228 - RAB3D
58071237 58086411 15174 - ZNF320
40337466 40352625 15159 + FXYD5
39940818 39955960 15142 - ZNF599
57208389 57223429 15040 - ZNF614
46992395 47007429 15034 + CEACAM3
17691302 17706324 15022 + MAP1S
748410 763327 14917 + PTBP1
56420174 56435084 14910 + CD33
46869074 46883936 14862 - CEACAM7
4275040 4289847 14807 - STAP2
48962524 48977249 14725 - KCNN4
17221848 17236544 14696 - USHBP1
46507933 46522627 14694 + CCDC97
11392272 11406940 14668 - MGC20983
47776234 47790890 14656 - CEACAM8
10544346 10558991 14645 - AP1M2
57765339 57779861 14522 + ZNF701
45948618 45963132 14514 + SNRPA
59941802 59956315 14513 + KIR2DL3
45774629 45789141 14512 + SHKBP1
59973091 59987590 14499 + KIR2DL1
47624535 47638976 14441 - UNQ473
4590529 4604952 14423 + TNFAIP8L1
63287019 63301389 14370 - ZSCAN18
9806998 9821358 14360 + PIN1
46390954 46405283 14329 + CYP2S1
50604711 50619017 14306 - ERCC1
43912671 43926954 14283 - CAPN12
48099607 48113829 14222 - PSG6
50863341 50877557 14216 + GIPR
19601284 19615417 14133 - GMIP
49180194 49194317 14123 + ZNF155
53225021 53239116 14095 - CABP5
34883914 34897952 14038 - C19orf12
56712885 56726876 13991 - SIGLEC6
49290336 49304317 13981 + ZNF224
313058 327009 13951 - THEG
46312192 46326121 13929 + CYP2F1
55510576 55524446 13870 - KCNC3
19316782 19330562 13780 + KIAA0892
1237167 1250944 13777 + EFNA2
1988469 2002233 13764 - MKNK2
59777070 59790833 13763 + LILRA2
51969981 51983653 13672 - SLC1A5
63701517 63715157 13640 - SLC27A5
54840088 54853710 13622 + SR-A1
18565046 18578660 13614 - CRLF1
6330580 6344184 13604 - GTF2F1
44018868 44032457 13589 - HNRPL
7859389 7872908 13519 + LRRC8E
51342878 51356385 13507 + IGFL2
63125063 63138552 13489 - ZNF418
40732934 40746400 13466 - ATP4A
17203693 17217151 13458 - NR2F6
62730504 62743943 13439 + ZNF549
3495197 3508561 13364 - C19orf28
7659662 7672997 13335 - FCER2
40982731 40996041 13310 - PRODH2
40958315 40971564 13249 + SNX26
8781381 8794565 13184 - ZNF558
8361295 8374479 13184 + RAB11B
702145 715319 13174 + C19orf21
54708303 54721400 13097 + FCGRT
38377329 38390383 13054 + LRP3
458496 471516 13020 + C19orf20
59355658 59368664 13006 - TMC4
10524760 10537702 12942 - FLJ12949
48388695 48401630 12935 - PSG4
62483744 62496618 12874 + ZNF460
1505671 1518529 12858 - RKHD1
4608558 4621415 12857 - C19orf10
59652211 59665008 12797 + LENG8
49108620 49121398 12778 - ZNF45
977297 990063 12766 + CNN2
9580133 9592899 12766 - ZNF561
50964815 50977576 12761 - DMPK
53795878 53808631 12753 - FAM83E
52033263 52045931 12668 - AP2S1
48803216 48815846 12630 - ZNF428
51085122 51097702 12580 - LOC339344
8460940 8473495 12555 - PRAM1
2792481 2805033 12552 + ZNF555
4396260 4408790 12530 - UBXD1
14982555 14995080 12525 + CCDC105
12734816 12747337 12521 - HOOK2
49866833 49879350 12517 + CEACAM19
48063197 48075711 12514 - PSG1
10362808 10375271 12463 - CDC37
50086333 50098775 12442 + TOMM40
43394196 43406628 12432 - DPF1
51941154 51953581 12427 + FKRP
19487595 19500007 12412 + NDUFA13
41070982 41083392 12410 - TA-NFKBH
44595589 44607994 12405 + PLEKHG2
47426177 47438576 12399 - GSK3A
50004177 50016517 12340 + BCAM
34994740 35007058 12318 + CCNE1
50274369 50286622 12253 + GEMIN7
55144065 55156241 12176 - SIGLEC11
3545503 3557658 12155 - TBXA2R
7447760 7459905 12145 - PEX11G
54624469 54636596 12127 - SLC17A7
16133178 16145286 12108 - CIB3
59927795 59939815 12020 + KIR3DL3
54669297 54681299 12002 + FLT3LG
53559468 53571446 11978 + SYNGR4
18901011 18912983 11972 - HOMER3
10673130 10685040 11910 + QTRT1
17239241 17251144 11903 + HSPC142
45016937 45028813 11876 - FBL
2187815 2199677 11862 + SF3A2
40716203 40728058 11855 + GAPDHS
6690706 6702528 11822 + TRIP10
12116710 12128529 11819 - ZNF625
18503567 18515383 11816 - FKBP8
62323320 62335106 11786 + USP29
50680389 50692153 11764 - RTN2
47509327 47521054 11727 + TMEM145
2884216 2895930 11714 - ZNF77
1334905 1346582 11677 + NDUFS7
63765096 63776754 11658 - MZF1
40849554 40861207 11653 + UPK1A
4479438 4491079 11641 - LSDP5
414359 425983 11624 - C19orf19
56452775 56464394 11619 + FLJ40235
13076715 13088332 11617 - TRMT1
1920718 1932334 11616 + CSNK1G2
17295033 17306638 11605 - TMEM16H
53856477 53868076 11599 - LOC126147
18529603 18541184 11581 + C19orf50
62593029 62604597 11568 + ZNF548
11510578 11522138 11560 + CNN1
52940619 52952126 11507 + GLTSCR2
47055827 47067322 11495 + RPS19
19640662 19652138 11476 + ZNF101
960649 972114 11465 - C19orf6
6364358 6375805 11447 - KHSRP
3909451 3920826 11375 - DAPK3
7493511 7504864 11353 + MCOLN1
54558853 54570183 11330 + DKKL1
12401520 12412819 11299 - ZNF443
17263940 17275234 11294 - ABHD8
47950286 47961573 11287 - PSG8
54128750 54140030 11280 + DHDH
49943870 49955140 11270 + BCL3
43984154 43995422 11268 - LGALS4
12894292 12905522 11230 - FARSA
41051309 41062530 11221 + APLP1
56337385 56348595 11210 + SIGLEC7
47266357 47277541 11184 + ZNF574
55072640 55083812 11172 + TBC1D17
2818332 2829501 11169 + ZNF556
54872354 54883516 11162 + PRMT1
47480656 47491789 11133 + CIC
53814359 53825473 11114 + SPHK2
62337275 62348382 11107 - ZIM3
1803398 1814496 11098 - KLF16
4230658 4241720 11062 + SHD
40325993 40337045 11052 + FXYD7
46584117 46595096 10979 - EXOSC5
41297727 41308689 10962 + TBCB
523536 534492 10956 + BSG
45577018 45587934 10916 - HIPK4
3701770 3712673 10903 - APBA3
56908176 56919033 10857 - HAS1
7468484 7479336 10852 + C19orf45
15440462 15451312 10850 - PGLYRP2
12709305 12720137 10832 + ASNA1
40451735 40462558 10823 + USF2
15086786 15097577 10791 - ILVBL
17281353 17292098 10745 + C19orf58
61771188 61781931 10743 + ZNF470
40307256 40317944 10688 - LGI4
7608020 7618697 10677 + STXBP2
9499682 9510303 10621 - ZNF426
55347617 55358231 10614 - C19orf41
46774426 46785036 10610 + CEACAM21
7874764 7885362 10598 + MAP2K7
1199551 1210139 10588 + MIDN
14380632 14391171 10539 - DDX39
40830994 40841523 10529 + COX6B1
11770399 11780889 10490 + ZNF491
44662891 44673368 10477 + TIMM50
56686424 56696855 10431 - SIGLEC12
44050313 44060734 10421 - FLJ45909
10064012 10074425 10413 - ANGPTL6
34847802 34858204 10402 + PLEKHF1
232045 242435 10390 - PPAP2C
52415923 52426291 10368 - BBC3
482732 493086 10354 + CDC34
41322757 41333094 10337 + CAPNS1
59557945 59568280 10335 - LAIR1
49361096 49371420 10324 + ZNF226
11117169 11127458 10289 - SPBC24
45168912 45179191 10279 + PSMC4
63508554 63518823 10269 + LOC113386
62523688 62533956 10268 + ZNF543
11327106 11337372 10266 + LPPR2
8335010 8345257 10247 + ANGPTL4
935327 945569 10242 + WDR18
61586459 61596701 10242 - ZNF582
41039663 41049876 10213 + KIRREL2
62872114 62882317 10203 + ZSCAN4
4243228 4253428 10200 - TMIGD2
63262423 63272585 10162 + ZNF135
56153699 56163859 10160 - KLK6
53664423 53674457 10034 + PSCD2
55614027 55624058 10031 + SPIB
7590411 7600439 10028 - XAB2
41411487 41421506 10019 + ZNF146
12797296 12807230 9934 - RTBDN
636545 646461 9916 - PRSSL1
60109319 60119197 9878 + NCR1
40213373 40223192 9819 + SCN1B
3441821 3451621 9800 - DOHH
50978103 50987900 9797 - DMWD
61379200 61388956 9756 + GALP
13736345 13746095 9750 + MGC3207
56138372 56148088 9716 - KLK5
46552165 46561877 9712 - MGC4093
63110052 63119756 9704 - ZNF417
19164007 19173678 9671 + RFXANK
17483431 17493095 9664 + PGLS
45938606 45948248 9642 - C19orf54
63611874 63621502 9628 + ZNF584
8023933 8033547 9614 + CCL25
62836395 62845947 9552 + ZNF211
51059357 51068894 9537 + FOXA3
51796351 51805878 9527 + CALM3
44681426 44690948 9522 + DLL3
55046293 55055809 9516 + PTOV1
34789040 34798546 9506 + POP4
3003907 3013371 9464 - AES
10515646 10525093 9447 + ATG4D
763517 772952 9435 - PRG2
3927054 3936446 9392 - EEF2
5845685 5855025 9340 - NDUFA11
3884100 3893412 9312 + ITGB1BP3
61866764 61876058 9294 - BC37295_3
951436 960723 9287 + GRIN3B
43557060 43566303 9243 + PSMD8
44573802 44583041 9239 + IXL
43502323 43511487 9164 + KCNK6
62817439 62826533 9094 + ZNF134
9984924 9993954 9030 + RDH8
53577638 53586622 8984 - KDELR1
38556448 38565431 8983 + CEBPG
18891493 18900436 8943 + DDX49
44082454 44091373 8919 + NFKBIB
56251274 56260179 8905 - KLK13
48692027 48700927 8900 - PHLDB3
19236177 19245074 8897 - TM6SF2
17906904 17915783 8879 + CCDC124
447489 456342 8853 + MADCAM1
45007830 45016681 8851 - DYRK1B
12862973 12871782 8809 + GCDH
9781944 9790731 8787 - FBXL12
54860210 54868984 8774 + BCL2L12
39860406 39869142 8736 + ZNF302
47498123 47506813 8690 + MGC70924
49198952 49207636 8684 + ZNF230
19500706 19509387 8681 + FLJ44968
60656167 60664824 8657 - ISOC2
40811819 40820426 8607 + MGC10433
5510363 5518965 8602 - PLAC2
62554486 62563078 8592 + ZNF304
46629063 46637650 8587 - FLJ10241
5793901 5802482 8581 - FUT3
44206503 44215038 8535 - FBXO27
18754583 18763114 8531 - COMP
4125105 4133596 8491 - SIRT6
1827975 1836432 8457 - FAM108A1
40298638 40307067 8429 + FXYD3
63557536 63565932 8396 - ZNF497
62803064 62811446 8382 + ZNF530
16005563 16013945 8382 + FLJ25328
58644961 58653326 8365 + ZNF761
63548355 63556669 8314 - A1BG
1548171 1556431 8260 - UQCR
55064108 55072342 8234 - AKT1S1
60543075 60551300 8225 + SUV420H2
59668021 59676234 8213 - CDC42EP5
62703120 62711320 8200 + ZNF773
53833083 53841263 8180 - CA11
45998020 46006176 8156 + EGLN2
60679510 60687662 8152 + ZNF628
60794557 60802703 8146 - FIZ1
18584711 18592822 8111 + C19orf4
10223639 10231736 8097 + MRPL4
53640873 53648966 8093 + GRWD1
46817183 46825268 8085 - CEACAM4
41119861 41127935 8074 + LRFN3
56574975 56583009 8034 - LIM2
1856416 1864444 8028 + LOC113179
55670404 55678419 8015 + LOC284361
6445329 6453330 8001 - TUBB4
1456022 1464019 7997 - ADAMTSL5
60361847 60369830 7983 - C19orf51
4180539 4188522 7983 + EBI3
16617959 16625876 7917 - C19orf42
1180954 1188841 7887 - C19orf26
